,review,point,date
493,좋은거같아요,5,18.05.15.
494,워낙 유명해서 처음써봤는데 잘 쓰고 있습니다!,5,18.05.08.
495,촉촉해요오오,5,18.05.14.
496,. 화해 어플에서 보고 하도 좋다고해서 구매해봤어요 처음 사용하는건데 가격대비 용량이 깡패네여,5,18.04.25.
497,빨리왓어용,5,18.05.13.
498,재구매했어요 최고!!^^,5,18.05.13.
499,"두번째 구입입니다!! 배송 되는 기간동안 안바르니 피지가 올라오는것 같고 확실히 다르더라구요
짱짱입니다",5,18.04.23.
500,몇병째 쓰고 있는 인생스킨 ,5,18.05.08.
501,좋아용~! 화해에서 보고 구매하 ㅋㅋ,5,18.05.04.
502,수분부족지성인데 잘맞아요. 요철피부인데 가라앉는것 같고 각질제거 효과도 있는 건지 피부가 매끌해지네용 각질제거제 이용안해도 될것같아요,5,18.04.19.
503,배송도 빠르고 좋아요,5,18.05.08.
504,재구매햇어요 ,5,18.05.10.
505,배송빠르고 아직 하루서봤지만 촉촉하네요,5,18.05.04.
506,아직 안써봤는데 가성비가 좋아서 써보고 괜찮으면 오빠도 사줄거예요!! 다음에 여기서 또 사야지,5,18.04.21.
507,매우매우 만족해용,5,18.05.10.
508,몇번째 재주문인지 모르겠네염 가격도 착하고 순해서 너무 잘쓰고있어요 ㅎㅎㅎ 한병씩 사다가 대용량도 한번써봤다가이번엔 그냥 원플원으로 주문했어요 ! 배송도 빠르고 좋아여 잘쓸게용 ^*^,5,18.04.13.
509,적극추천 엄마랑 함께 쓰려고 1+1 구매했습니다~ 저도 만족 엄마도 대만족하시네용 적극추천합니다^^,5,18.04.24.
510,"깔끔하게 잘왔습니다. 같이온 다른제품 스킨은 몇번집어던지고 밟은것처럼 박스가 너덜너덜 뜯어져서와서 더 마음에 들었네요.
타사 비슷하게생긴거 몇통쓰다 더좋다해서 바꿔봅니다 기대해요.",5,18.04.11.
511,만족스러워요~~,5,18.05.09.
512,"좋은것같아여 화해어플보고 ㅣ위라길래  어떨까 싶어서 사봤어요
에센스랑 크림모두 가벼운느낌이 아니라서 좋아요
지성인데 잘흡수시키면 괜찮음 ㅎ",5,18.04.21.
513,"좋은듯 몇일 안써서 아직 큰 효과는 솔직 모르겠어요,, 상품평이 좋아 구입 했어요~~피부가 좋아지면 좋겠어요",4,18.04.19.
514,.. 물건은 잘 받았고요. 아직 쓴지 얼마안되서 좋은지 어떤지는 모르겠네요. 우선 트러블 이런거는 없어요.,3,18.03.30.
515,완전좋아요 ㅋㅋㅋ 친구가 이거 좋다고해서 써보라해서 찾다가 구매했는데 배송이 하루만에 온거같애요 완전좋구 많이 파세요 ㅋㅋㅋ,5,18.04.16.
516,배송도 빠르고 물건도 꼼꼼히 잘 포장해주셨네요,5,18.04.29.
517,배송도 빠르고 제품 좋아요,5,18.05.02.
518,"좋아요 너무 물같지도 꾸덕하지도 않은 적당한 제형에 
촉쫀촉쫀해요 !!
가격도 착한편이고 꾸준히쓰니 피부가 투명해진다고 해야하나??그런 느낌도 잇구 재구매 할거에욤",5,18.04.09.
519,"에센스 추천이욥 이전에는 앰플이나 크림 위주로 썼었고 에센스는 처음 써보는건데욥,, 일단 가격이 정말 착하고 발효성분이라는데 피부가 탄탄해지는 기분이에요 ㅎㅎ 한번 써보고 있는데 2틀째인데 괜찮아요 맘에듭니당",4,18.04.05.
520,ㅇㅇㅇ 좋음,5,18.05.29.
521,"날 쓰던거라서요ㅎㅎㅎ저는 토너로 써요 
빠른 배송 감사합니다~",5,18.04.19.
522,"저렴해서 의심갖고 주문했는데 좋네요
크림바르고나면얼굴에 빛이납니다
그동안 써오던 비싼화장품 이제 굿바이~
건조한편인데 촉촉하네요 
이제품만 쓰려고 합니다",5,18.04.12.
523,좋아요 잘받았습니다 ,5,18.04.29.
524,"짱좋네요 완젼조아요 의심갖고 구매한건데 깜놀
그동안 써오전 비싼화장품은 안녕
함께 주문한 로션 크림 같이 쓰니
더촉촉합니다
건조한얼굴이 빚이나네요",5,18.04.12.
525,"좋아요 삼일 사용한 결과 일단 만족합ㄴㅣ다
세수하자마자 물기 조금 남은상태에 스킨처럼 톡톡 두들겨 발라주니 좋아요
크림과 함께 바르니 건조하지도 않고 나름 만족중",4,18.04.09.
526,항상 쓰는 화장품 처음엔 갈락토미에센스 따로 원료 구매해서 만들어 썼었는데 이 제품 알보부터는그냥 풀~구성으로 할인 받아 구매하고 있어요.순하고 가격 저렴하고 좋습니다.강추합니다.^^,5,18.04.03.
527,조아욤 원래 쓰던게 다 떨어져서 새로 시켰어요 하루만에 와서 놀랐네요 배송 빨라요~~ 나이아신 들어있대서 사본건데 아직 한통밖에 안써서 효과는 잘 모르겠어요 볼쪽 흉터가 살짝 연해진것 같기도 하고... 이번엔 두통 샀으니까 더 효과 보길 바라요 한통이면 넉넉히 썼을 때 한달 반 정두 쓰는듯 해요 세달후에 다시 구매해보겠습니닷,5,18.03.22.
528,추우우천 양도많고 아직 많이 안써봐서 잘모르겟어서 효과는 아직없지만 피부에 잘 맞는것같아요ㅎㅎ호ㅎㅎ,5,18.04.10.
529,좋아요 수분부족지성인데 잘 맞아요 ,5,18.04.19.
530,빠른배송 제품다만족합니다,5,18.04.24.
531,쓰던거에용,5,18.04.28.
532,다른제품 사용하다 바꿔봤는데 사용감 괜찮아요~,5,18.04.22.
533,너무 좋아요 화해 보고 평도 좋고 성분도 착해서 샀는데 정말 촉촉하고 피부결이 달라졌어요 저렴하게 너무 잘샀어요,5,18.04.08.
534,배송은 빨랐는데 오히려 쓰고 피부 뒤집어진 느낌,3,18.04.19.
535,좋아요 완전ㅁㅋㅋ 배송 하루만에 온거같던데 짱입니당,5,18.04.16.
536,스킨저 스긴전에바르기좋아요 가벼운데 촉촉해지는느낌번창하시고또구매할게요 피부좋이지길바랍니다 좋아요좋아,5,18.04.06.
537,빠른배송 감사합니다!,5,18.04.23.
538,잘 받았어요,5,18.04.25.
539,만족합니다,5,18.04.25.
540,만족합니다,5,18.04.25.
541,만족합니당,5,18.04.24.
542,좋아요 항상 씁니당,5,18.04.22.
543,사용감이 좋아요 한달정도 사용했는데 제형이 쫀쫀해서 밀착감이 좋아요. 피부결이 한결 개선된듯 합니다. 추천합니다!,5,18.04.06.
544,처음사보는데 써보고 좋으면 더 살게요.근데 사은품 있다고 써있던거 같은데 없네요. 본품만 오네요.암튼 잘써볼게요,3,18.04.03.
545,촉촉해서 좋아요,5,18.04.22.
546,"좋아요 :) 예전에 이트레이더스에서 보고 샘플 사용했을때 촉촉하고 성분도 괜찮더라구요. 출신하고나서 팩할시간도 없고 세수할시간도 없어서 생각난김에 구입했어요. 예전보다는 점성이 덜한 느낌이지만 저렴한 가격에 세수하고 닦아내고 화장솜에 듬뿍 적셔서 붙어놓고 이것저것하고있어요. 하고나면 왠만한 팩한것보다 촉촉함이 오래가더라구요. 엄마도 좋아하셔서 화장품 잘안바르는 남편하나 단져주고 엄마랑 제꺼 다시 주문할려구요. 너무 마구쌌더니 금방 줄어드네요ㅋ 가격대비 너무 좋아요, 당분간 요것만 쓸려구요",4,18.03.08.
547,"아직 더 써봐야 알겠지만, 미백과 장벽 강화에 도움이 되는건 확실합니다! 크림으로 마무리 해야한다고 생각했는데 퍼스트 에센스로도 마무리가 된다는게 너무 감동적이네요ㅠㅠ",5,18.03.26.
548,촉촉하고 쫀쫀하네여,5,18.04.18.
549,써보니 좋아요~ ,5,18.04.20.
550,넘나 좋네요 ,5,18.04.20.
551,잘쓰고있오요 :) 출산후라 세수하고 화장품 이것저것 바르는일이 사치인것같아 생각나서 한번 구입해보고 거의 다 쓰고 엄마꺼 같이 주문하면서 저는 대용량으로 구입했어요. 세수하고 닦아내고 여러번 두드리기도하고 화장솜에 듬뿍발라서 얻기도하고 다른거 안쓰고 요거 하나로 열심히 관리? 사고있습니다. 크림도 발라야하는데 크림까지 바라면 더 좋아지겠죠? 열심히 잘쓰겠슺니더~~,4,18.03.12.
552,"아직 ,써봐야겠어요",5,18.04.19.
553,스킨중에이게제일좋은듯ㅇㅆ,5,18.04.21.
554,싸게구매해서좋아요 두통이면6개월은무리없이쓸정도양인거같아요 가격도저렴하고 화이트닝효과가있어서기대해보려고합니다!,5,18.03.27.
555,며칠써봤는데 약간 유분기가 느껴지지만 자극없고 좋아요,5,18.04.10.
556,잘받았습니다 아직 사용전인데 원래 발효에센스를 써와서 괜찮을거 같아요 가격이 착해서 좋네요,5,18.03.31.
557,좋다좋아! 성분도 마음에 들고 가격도 저렴하고 참 이쁜 상품이네요~ 피부가 이거쓰고 더 좋아지면 이제 정착할거에요~^-^ㅎㅎㅎ,5,18.03.29.
558,완전 좋아요!!,5,18.04.20.
559,좋아용 배송빨리왔어요~원플에 이가격이면 짱좋은듯 며칠안써봐서 효과는 아직머르겟어요~화해에서 평보고 산거라 믿고써볼라구영,5,18.03.25.
560,굿 매번 쓰는 에센스입니다 정말 좋네요 비싼 피테라보다 전 더 좋네여  다쓰면 또 구매할께요~~,5,18.04.01.
561,저렴하고 좋네요,5,18.04.16.
562,완전좋아여,5,18.04.17.
563,처음써보는데 잘쓸게요. 근데 사은품있다고 써있던거 같은데 없네요.,3,18.04.03.
564,"양도 넉넉하고 좋아요 디렉터파이님 영상보다 알게됐는데, 
성분도 너무 좋고 1+1이길래 샀어요. 
찰랑찰랑 물같지만 발라보면 아주약간 미끌거리는듯한 느낌이고 촉촉해요. 
얼굴이 맑아지고 환해지는 느낌입니다. 
양이 많으니 거침없이 쓰기좋네요ㅋㅋ
건성이라 토너대신 사용하기도 좋아요.",5,18.03.16.
565,무난합니다 저렴하구  용량많아서 좋네요 ,5,18.04.10.
566,아주 좋아요 마  음 에   들 어 요   번창  하 세 요 ~  즐 거운       하 루   되 세  요,5,18.04.10.
567,추천 빠른배송으로 만족스러웠습니다~! 유리병이라 깨지지않을까 걱정했는데 포장이 튼튼해서 괜한 기우라는 생각이 들정도였어요!,5,18.03.25.
568,좋아요 :) 제가 쓰는거보고 엄마가 괜찮다고 사달라고해서 구입했어요. 60대인 엄마가 쓰기에도 촉촉하고 좋은것같아요. 가격대비 성분도 착하고 이래저래 팩대용으로 수시로 화장솜에 얻고 사용하기도해요. 스킨은 쭉 요걸로 사용할려고합니다. 크림도 사용해보고싶다고하셔서 같이 구입해두렸는데 저도 한번 써볼려구요.,4,18.03.12.
569,"너무 좋아요 발효제품이 잘맞는 사람이라서 잘씁니다!
미샤 퍼스트 에센스도 예전에 썼는데 전 이게 더 좋네용 가격도 저렴하고 안좋은게 없어용
앞으로도 계속 쓸 예정입니다",5,18.03.21.
570,조아효으응ㅇㅅ,5,18.04.21.
571,배송도 빠르고 좋아여 ㅎㅎ.,5,18.04.13.
572,언제나 배송이 빠르네요 ㅋㅋ,5,18.04.11.
573,역시 왜 평이 좋은지 알겠어요,5,18.04.08.
574,"항상 구매하는 제품
저렴하고 피부에 자극 없어서 좋아요~",5,18.04.03.
575,"좋습니다 배송 빠르고 너무너무 좋습니다 
저렴한 가격에 두개나 팔아서 
너무너무 좋아여 
또 살래여",4,18.04.01.
576,피부에잘스며들어촉촉합니다,5,18.04.07.
577,잘 받았습니다,3,18.04.10.
578,가격대비 좋아요,5,18.04.09.
579,만족합니다,5,18.04.10.
580,항상 쓰던것 화해어플보니 성분도.순하고 건성인 제 피부에 워낙 잘 맞아 벌써 몇 병째인지 기억안날만큼 쓰고있습니다. 눈에 띄는 기능성은 체감 못했지만 촉촉합니다,4,18.03.20.
581,좋은것 같아용 원래 싸이닉 비슷한거 쓰고 있었는데그게 좀더 묽고 깔끔한 느낌이라면요건 좀더 에센스처럼 영양가 있는 느낌이네요어제 오늘 써본 느낌으론 좋은것 같아요괜찮으면 재구매할께요!,4,18.03.16.
582,두번째 구매 150짜리 2개 다 쓰고 이번에는 더 편리해 보이는 340짜리로 샀어요. 가격도 저렴하고 피부도 힘이 좋아 진 것 같아요,5,18.03.21.
583,좋아요 원플러스원이어서 싸게 잘샀어용 처음써보는데 피부에 안맞을까봐 걱정했지만 다행히 트러블은 더 안나서 다행이에욤,5,18.03.24.
584,그냥 그래요,3,18.04.09.
585,그림은 스킨으로 해놓고 받아보니 물병..,2,18.04.04.
586,잘받았어요 써보고 좋으면 또 구매할게요~,3,18.03.30.
587,늘 쓰던거라 구매했어요 ㅋㅋ sk2 쓰다가 바꾼건데 별다를게 없어서 계속 쓰는중입니다,5,18.03.24.
588,신랑이랑 함께 써요. 저희는 신랑이랑 화장품 같이 써요. 대용량에 가격도 합리적이고 만족해요. 빠른 배송도 감사합니다.,4,18.03.20.
589,나쁘지 않네요 ,3,18.04.07.
590,너무 좋아요 !!,5,18.04.09.
591,"만족스러워요 대용량이라 만족스러워요
기능은 써봐야알겟지만 딱히 트러블은 안올라왔어요~
성분도 괜찮은거같고 가격이 맘에들어서 좋네요",5,18.03.16.
592,마음에 들어요,5,18.04.05.
593,양많아서 조아요,5,18.04.04.
594,좋아여 졓아요 너무 잘 맞아요 ,5,18.04.01.
595,"대용량펌프 대용량펌프 누르면 사방으로 튑니다
대략난감 쓸떼마다 들고 짭니다
내용물은 더 써봐야할꺼같은대 싸이닉제품보다 시원한 느낌은 덜해요",4,18.03.18.
596,좋아요 가격대비 좋은 것 같아요 원플원이라 저렴하게 ㅇ구매했어요 양도 많고 더 써봐야 알겠지만 촉촉하네요,4,18.03.18.
597,좋다고 소문난 에센스~촉촉해서 더 좋아요 ㅎㅎ,5,18.03.29.
598,"무난하게 쓰기좋아용 어디에서 추천 받아서 샀는데세럼, 에센스부터 크림까지 싹다 사서 써봤어요그 중 에센스가 젤 좋은것 같아요삼스킨 하기도 좋고요~~~특히여름에 얼굴 열내리기 진짜 좋았는데...중간에 타사 유명한 토너로 바꿨었는데 이게 더 좋더라고요..키키그래서 쟁여놓고 쓸거에요",5,18.02.27.
599,배송 빨라요 ㅎㅎ,5,18.04.05.
600,합리적인 가격에 좋은 상품들이에요. 배송도 빠르네요,5,18.03.20.
601,가성비 갑입니다. 다른브랜드것들도 사용해보았지만 이거만한게 없네요 ㅎㅎ,5,18.03.17.
602,역시최고야,5,18.04.02.
603,만족해요ㅛㅔ,5,18.04.09.
604,한번사용해 보면 알아요 제 피부가 예민하여 환절기가 되면 얼굴에 트러블이 자주 생겨서 아무  화장품이나 사용 못 하는데 추천받아 사용해보니 너무 좋아요 적극 추천합니다,5,18.03.08.
605,쓰던거 떨어져서 더 시켰어요 칼배송이네요,5,18.03.22.
606,촉촉하고 자주사용헐것 같아요! 저렴하고 원플 행사 너무 좋네요 ㅎ,5,18.03.19.
607,제품좋아요굿~~!,5,18.03.29.
608,좋아요굿ㄱㆍㅅ,5,18.04.06.
609,잘받았습니다,5,18.04.01.
610,"예전에 이트레이더스에서 보고 괜찮다 생각했다가 셔마침 스킨이 필요해서 생각해서 구입해봤어요. 화장솜에 잔득 적셔서 올려놓고 애기보고 하는데 , 따로팩하지 않아도 촉촉하니 좋아요",5,18.03.07.
611,부드럽고 잘 스며드면 좋으네요,5,18.03.26.
612,물같았는데 촉촉합니다,5,18.03.27.
613,Good.,5,18.04.25.
614,좋은거같아요!,5,18.03.30.
615,좋아요좋아요 큰 기대는 안하구 화해 어플 1위로 되있고 또 가격도 안비싸길래 사봤는데용... 정말 좋아요.. 기대 이상 입니당... 옛날에 미샤 퍼스트 에센스도 써봣는데.. 그때 보다 효과를 더 보고 있어용 .. 이게 제얼굴에 더 잘맞나 봅니당 ㅎㅎ 솜도 받거 좋아용~~ 발효제품 안맞으시면 절대 쓰지 마세용 ㅠ 좀 많이 기름 집니당!,5,18.01.27.
616,순해서 너무 조아요,3,18.03.28.
617,기대되네요,5,18.03.29.
618,만족합니다,5,18.03.29.
619,좋습니다. 배송도 빨랐어요 ,5,18.03.20.
620,이제품만 몇년째 쓰고 있어요~^^,5,18.03.25.
621,배송도 빠르고 만족합니다~~,5,18.03.25.
622,"늘 쓰던 제품이에요 자렴한 가격에도 순하고 성분도 좋아서
쟁여놓고 쓰고 있어요 너무 만족합니다 감사합니다 ㅎㅎ",5,18.03.07.
623,1플러스1원인데 한개만왔어요...,2,18.03.24.
624,가성비 짱!!! 안 써보면 몰라도 한번 쓰면 끊을수 없어요.~더군다나 가격까지 착한데 여기서 구매 안할 이유가 없겠죠?ㅎㅎ,5,18.03.06.
625,넘 좋아용 대용량 구매 햇숩니다,5,18.03.21.
626,원래 원래 구매하던 제품인데 할인해서 득템  배송도 빠르고 만족합니다 다쓰고 재구매 할게요...,4,18.03.13.
627,느낌이 가볍고  산뜻하게 좋네요,5,18.03.21.
628,"좋아요 화해앱에서 보고 시켰는데 생각이상으로 좋네요
촉 어아체이지지이리이주주어타나주우래해다부카키님ㅂ",5,18.03.12.
629,배송빨랐어요 잘 받았습니다 ,5,18.03.21.
630,배송도 빠르고 밀봉도 잘되어있어서 좋아요. ,5,18.03.20.
631,잘받앗어요,5,18.03.25.
632,"두번째구매 써보고 좋아서 다시구매해요
삼십대 되고나서부터
피부가 부쩍 건조해져서
기초화장품 이것저것 쓰다가 이걸로 정착합니다",4,18.03.02.
633,아주좋습니다 ,5,18.03.24.
634,가성비 좋고 순해서 재구매했네요 ,5,18.03.18.
635,잘받았습니다 ,5,18.03.22.
636,엄마사드리고 저는 너무 많이 자주 써서 대용량으로 주문했어요 ㅋ,5,18.03.12.
637,배송빨랐어요,5,18.03.21.
638,로션 오랜만에 써보는데 좋네요,5,18.03.17.
639,조아요~~,5,18.03.25.
640,"조아요 일단 두개와서 마움이 넘나 든든하고
성분도조은듯
바르는데 조어요
다만 좀 많이 발라야지 솜에묻어요",4,18.02.28.
641,좋아요  주문을 오후에해서 다음날 못 받을줄알았ㄴ데 다음날 바로왔어요 제품은 사용감이 묵직해서 건성분들한테 좋을 듯,4,18.03.01.
642,구매 예전에 쓰던거 인데 대용량 으로 나와서 너무 좋네요. 펌핑형 용기인것도 너무 맘에 들어요.,4,18.03.03.
643,배송 당일발송 해쥬셔서 엄청 빨리 받았네요~~,5,18.03.14.
644,사용감이 좋아요~,5,18.03.19.
645,배송빠르고 좋아요,5,18.03.18.
646,감사합니다 ,5,18.03.20.
647,좋아요~~,5,18.03.24.
648,배송 잘 받았습니다 ^^,5,18.03.19.
649,엄마가 써보고 좋다하셔서 또 구입해드렸어요 :),5,18.03.12.
650,항상 잘 쓰고 있습니다~^^,5,18.03.18.
651,패키지가 엄청 저렴해 보이네요.,3,18.03.15.
652,촉촉하고 좋아요!,5,18.03.18.
653,대용량펌프,3,18.03.18.
654,좋아요 굿둣,5,18.03.18.
655,좋아요 잘 사용할께요,5,18.03.12.
656,좋은것 같아용,5,18.03.16.
657,저렴하고 조아요,5,18.03.15.
658,"좋아용ㅎ 용량도많구좋네용
크림도같이삿어용 배송이따로와서놀래긴햇지만반소보내주셨네용 원플원이라 동시에올줄알앗는데누락되서ㅎㅎ화장품은촉촉하니쓸만해용
스킨닦고쓰거든용ㅎㅎ화장솜도주시궁ㅎㅎ",5,18.01.27.
659,배송3일걸렸어요,5,18.03.16.
660,엄마랑 같이 써보려고 구입했는데 좋은거 같아요~ 왜 재구매율이 높은지 알겠네요~ ㅎㅎ ,5,18.02.27.
661,싸고 좋아요!,5,18.03.16.
662,배송빠르고 잘쓰겝습니다,5,18.03.10.
663,한번사고 여기서 맨날사요~ 저렴해서 많이 바르기 조아용,5,18.02.27.
664,상품이 좋아서 재구매했어요,5,18.03.08.
665,"늘 쓰던것, 저렴한 가격에 좋은 성분",5,18.03.07.
666,"피부가 따갑고 안맞을 수 있다는 평들을 보고 
불안했는데 저에겐 잘 맞아서 잘 사용할 수 있을 거 같아요",5,18.02.26.
667,아주좋아요,5,18.03.12.
668,빠른 배송 굿!,5,18.03.13.
669,평소 이마트에서 사서 쓰던 제품인데 없어져서 여기에서 샀는게 더 저렴하고 좋으네요~^^♡,5,18.02.28.
670,평이 좋아서 구매했는데 로션은 바르고 나면 따가워요,3,18.03.03.
671,아직 사용전이나 기대되네요,5,18.03.06.
672,만족합니다,5,18.03.10.
673,좋아요~~~,5,18.03.15.
674,"좋아요 깔끔할거 같아요..
함써보겟네요..
좋을거 같습니다...향은 없어요..
이마트 매장이 없어졋어요",5,18.02.21.
675,좋습니다  굿,5,18.03.09.
676,만족합니다 ,5,18.03.09.
677,아직 사용전이지만 좋은듯,3,18.03.04.
678,좋습니다요,5,18.03.07.
679,"잘받았습니다^^ 아직 며칠 써보지 않아 정확히는 모르겠지만
촉촉하니 좋은것 같아요~^^
가격도 저렴해서 부담없이 좋은것 같아요~
제 피부에 잘 맞았음 좋겠에요~^^",5,18.02.12.
680,엄마랑 같이 써보려고 구입했는데 좋은거 같아요~ 왜 재구매율이 높은지 알겠네요~ ㅎㅎ ,5,18.02.27.
681,싸고 좋아요!,5,18.03.16.
682,배송빠르고 잘쓰겝습니다,5,18.03.10.
683,한번사고 여기서 맨날사요~ 저렴해서 많이 바르기 조아용,5,18.02.27.
684,상품이 좋아서 재구매했어요,5,18.03.08.
685,"늘 쓰던것, 저렴한 가격에 좋은 성분",5,18.03.07.
686,"피부가 따갑고 안맞을 수 있다는 평들을 보고 
불안했는데 저에겐 잘 맞아서 잘 사용할 수 있을 거 같아요",5,18.02.26.
687,아주좋아요,5,18.03.12.
688,빠른 배송 굿!,5,18.03.13.
689,평소 이마트에서 사서 쓰던 제품인데 없어져서 여기에서 샀는게 더 저렴하고 좋으네요~^^♡,5,18.02.28.
690,평이 좋아서 구매했는데 로션은 바르고 나면 따가워요,3,18.03.03.
691,아직 사용전이나 기대되네요,5,18.03.06.
692,만족합니다,5,18.03.10.
693,좋아요~~~,5,18.03.15.
694,"좋아요 깔끔할거 같아요..
함써보겟네요..
좋을거 같습니다...향은 없어요..
이마트 매장이 없어졋어요",5,18.02.21.
695,좋습니다  굿,5,18.03.09.
696,만족합니다 ,5,18.03.09.
697,아직 사용전이지만 좋은듯,3,18.03.04.
698,좋습니다요,5,18.03.07.
699,"잘받았습니다^^ 아직 며칠 써보지 않아 정확히는 모르겠지만
촉촉하니 좋은것 같아요~^^
가격도 저렴해서 부담없이 좋은것 같아요~
제 피부에 잘 맞았음 좋겠에요~^^",5,18.02.12.
700,써봐야 알겠지만 ...좋을거같아요,5,18.03.02.
701,대애애박 완전 좋아요!! 두번 사세요! 세번 사세요!! 너무너무 좋아요♡♡♡ 다 쓰고 나면 또 사야겠어요 ㅋㅋ,5,18.01.31.
702,촉촉하고 괜찮았습니다~~,5,18.03.04.
703,촉촉하네요,5,18.03.05.
704,굳 네 왔어요 인터넷 쇼핑하다 돈이 없네용 이제 끊어야겠어요 하라 근데 좋은것같아요 세상에느누,4,18.02.13.
705,ㄴㄱㅅㄹㅇㅁ,5,18.03.31.
706,"산듯해요.
가성비 갑",5,18.02.27.
707,배송도빠르고좋아요 ,5,18.03.01.
708,괜찮습니다  배송도 빠르게왔고 가격도 이정도면 적당합니다 포장상태도 괜찮았고 품질상태도 양호하고 추천합니다,5,18.02.18.
709,47474885858 37848484949949499595938374758937474848494884757585959,5,18.03.29.
710,277474757,5,18.03.29.
711,추천합니당 이제 막 사용하기 시작했는데 향도 거부감없고 좋네요. 매일 꾸준히 한번 사용해봐야겠어용 행사때 잘 구매해서 기분좋네여! 다 쓰면 또 구매하고 싶어요~!! 추천해요!!,4,18.02.07.
712,"좋아요 다 쓰고 나면 재 구매 의사가 있어요.
가격 대비 괜찮아서 선물용으로 부담없이
줘도 좋을 듯 해요~~
에이지 인텐스 에센스는 내용물이
엄청 더디게 나와서 용기를 펌프로
만들면 좋을듯 싶습니다~~~",5,18.01.14.
713,만족합니다,3,18.03.02.
714,좋아요~ 아직 쓰는중인데 자극감도 없고 수분충전도 잘 되는 느낌이에요..!! 더 써봐야 알것같긴해요,4,18.02.12.
715,가성비대비 짱입니다.좋아요,5,18.02.26.
716,항상쓰던 제품임다.,5,18.02.28.
717,배송 빠릅니다~,5,18.03.02.
718,예민한데 성분이한개안좋긴하지만 걍써볼게요 아직문젠없어요 ㅎㅎ,5,18.02.14.
719,좋아요..진삼으로,5,18.02.24.
720,좋아요.~~~,5,18.03.06.
721,저렴하게 잘구매했어요,5,18.02.25.
722,촉촉합니댱ㅎㅎ,5,18.02.28.
723,아직 안써봣지만 괜찮겟죠~~,5,18.02.23.
724,좋습니다 굿,5,18.02.26.
725,좋네요 좋아,5,18.02.26.
726,조아요오옹,5,18.02.25.
727,굳입니다굳!,5,18.03.17.
728,5섯번째 재구매중!! 너무좋아요ㅎ,5,18.02.16.
729,"가격좋아요 원래 다른 브랜드 사용 중인데 좋으면 이거로 갈아탈께요
첫 에센스 않쓰면 이젠 이상 해요~",5,18.01.15.
730,좋아요...,5,18.02.27.
731,1+1 행사하길래 주문해서 언니하나 저 하나 사용하기 시작했어요! 부담없고 좋네요!,5,18.02.07.
732,가격도 좋고 피부에도 좋고 가격보다도 자극이 적어 누구에게나 사용이 가능하구요. 아침 저녁으로 사용하는데 피부 톤을 정리하는데 참 좋습니다. 사용한 지는 아마 4년이 좀 넘었네요.. 적극 추천합니다,5,18.01.26.
733,항상쓰는거에용 항상쓰는거라 떨어지면 또구매해요 좋아용 이거바르다안바르면 피부가거칠어지는 느낌이라 평생써야할거같아요 ㅎㅎ,5,18.01.30.
734,아직 사용은 안해봐서 모르겠고 배송은 매우 만족해요. 원쁠원이라 아낌 없이 써야겠어요.,3,18.02.03.
735,써볼려고...,5,18.02.21.
736,가격대비 좋습니다 가격대비 너무 좋은것 같네요~ 정말 타브랜드 Sk*만큼은 아니겠지만 생각보다 되게 좋은거같아요지금 이틀째 쓰고 있는데 얼굴이 부드러워지는것 같아요 ㅎㅎ 일단 써보는중이지만 현재로썬 만족입니다,4,18.01.20.
737,배송 빨랐어요,5,18.02.13.
738,항상쓰던거임,5,18.02.13.
739,빠르게 잘받았습니다~~,5,18.02.12.
740,"굳굳 좋아요 예전에 한창 갈락토미세스 판칠때 
많이 써봤던건데
이번에 구성이 좋아서 구매해봐요
아직 뜯지는 않았지만
쓰던거 끝나면 바로 뜯어서 쓰려구요
피부가 민감성도 아니고 웬만해서는 다 잘 맞아서
고민은 딱히 없는데
다 쓰고 나서 또 구매하고싶을때듀
이 구성으로 나왔음 좋겠네용",4,18.01.16.
741,너무너무 맘에 들어서 몇년째 쓰는데 앰플도 가격대비 좋네요,5,18.02.02.
742,대용량이라서 맘에 드네요 좀 더 써봐야 알겠지만 좋을것같아요 ㅋ,5,18.01.28.
743,일요일인가 휴일에 주문했는데 화요일에 왓네용 배송 빠르고 뽁뽁이에 안전하게 잘 싸여왔어욤 감사합니당 잘쓸게용 ~,5,18.01.23.
744,좋아용 굿굿,5,18.03.03.
745,재구매했어요 작은 병으로 주문해서 먼저 쓰다가 잘맞아서 떨어지기전에 펌프형 대용량으로 주문했어요 ㅎㅎㅎ 촉촉하고 좋아요,4,18.01.23.
746,기대 안하고 삿는데 너무 좋아요!!! 이제 3일째 쓰고 있눈데 만족합니당 ㅎㅎ,5,18.01.27.
747,상품은괜찮은것같은데용기가불편해요,3,18.02.03.
748,미끌거리는 스킨이에요,3,18.02.07.
749,좋아요 좋아요몇통째 재구매인지 몰라요. 가격이 점점 오르는게 맘아프지만 아직까지는 살만하네욤 ㅋㅋㅋㅋ,5,18.01.23.
750,미글미끌 좋아요! 저는 악건성이라 수분이 많이 필요한데 대용량이라 막쓰기도 좋고 우선 미끌미끌하고 산뜻해서 좋아요! 그동안은 정샘물 물크림을 썼는데 그것과 제형이 좀 비슷하네요~! 그리고 매끈하니 피부결도 잘 정돈되고 화장도 잘 먹습니다^^,5,18.01.11.
751,넘나 좋은것 ㅜㅜ 150ml 늘 쓰다가 이마트트레이더에서 구매할 수 없길래 검색 했더니 재고가 없었던 거였어요 ㅜㅜ 근데 대용량에 펌프라니 너무 좋습니다,5,18.01.17.
