,날짜,평점,리뷰
450,2020.05.01,5점만점에 5점,"한세트로 되있는 키트를 분리해서 하얀색 캡슐이 들어있는 통에 세럼을 짜 넣으면 사르르 녹으면서 하나로 합쳐져요. 손으로 골고루 한번더 섞어주고 바르면 피부위에 코팅되듯이 발리면서 삭 스며드네요. 
보습에 좋은 히알루로닉이라 피부가 건조하신 분들이 바르면 보습이 아주 오래 유지되요. 특히 중요한 날 화장하기 전에 기초단계에서 사용하면 피부표현이 아주 예쁘게 되네요!! 재구매 의사 200프로"
451,2020.05.01,5점만점에 5점,좋아요 ~~~~~~~~~~~~~~~~~~~~~
452,2020.04.29,5점만점에 5점,배송도 빠르고 제품도 좋아요 행사 자주해주세요
453,2020.04.28,5점만점에 4점,"가격이 비싸서 못서다가 50프로 할인해서 구매했는데 비싼이유가 있네요. 끈적이지 않고 빠르게 흡수되면서 마무리감도 좋습니다
다만 바를때 흘러내려서 아쉽고 무엇보다 가격이 비싸서 할인때아니면 구매하기 어려울거같아요 원가격을 주고 살만큼 좋지는 않은듯합니다"
454,2020.04.28,5점만점에 5점,진짜로 저 그전날 써보고 바로배송으로 4개 주문했어요. 믿구 하세요^^
455,2020.04.27,5점만점에 4점,"좋다는 말은 들었는데 이번에 첨 구매했어요
조금 번거로운 면도 없지 않지만 신선하게 쓰고 있다는 느낌도 들어서 만족하네요 바르고나면 얼굴에 광채가 돌아요 
히알루론산 때문인지... 히알루론산 제품 사용한 것이 다 그런느낌이라 그렇게 생각이 드네요
볼이 사르르 금방 녹고 바로 얼굴에 바르면 돼요
다른 시리즈도 주문했는데 다 써보고 싶네요~^^
세일중이니까  빨리 써보고 쟁여야겠어요~!!"
456,2020.04.26,5점만점에 5점,"업그레이드된 앰플이라서 더 촉촉하고 보습감이 느껴져서 좋아요 :)
 한꺼번에 손바닥에 다 덜면 흘러내리기 때문에 
조금씩 손가락에 옮겨서 얼굴에 발라주시는 걸 추천합니다!! ㅎㅎ"
457,2020.04.26,5점만점에 5점,리뉴얼 된거 써보고 싶어서 구매했어요. 기존꺼보단 업그레이드되서 더 좋아졌겟지 했는데 역쉬 흡수력 보습  모두 좋았어요  얼굴에 바르고 남은 양은 목 귀 손등에 펴바르기 좋아요. 일주일에 한번 쓰는 아이템으로 정착했어요.
458,2020.04.24,5점만점에 5점,환절기에 한 번씩 쓰면 좋아요 맘에 들어요!!
459,2020.04.23,5점만점에 5점,"1회용 키트로 되어있어서 여행이나 출장갈때 쓰기좋아요
한번만 사용해도 촉촉함이 느껴지고 스페셜 케어하는 느낌까지
들수있어서 만족합니다
다음에1쁠1하면 더쟁여야겠어용
사진처럼 받쳐서 믹스하면 안흐르고 좋아요"
460,2020.04.23,5점만점에 5점,수분이 정말 바로 들어가서 뭔가 촉촉해지는기분이에요 저녘애 바르고자면 아침에일어나면 꿀피부되고 건조하신분들에게 정말정말 추천이입니다. 그냥 히안루론산 보다 루나가훨씬 강한 수분이 들어간다고 느껴집니다!!
461,2020.04.17,5점만점에 5점,"뭔가 원래 쓰던것보다 더 쫀쫀해요?
원래도 보습이 잘 되서 쓰던거라 보습력은 여전히 만족하고 피부 만지면 더 쫀득? 해요
자기 전에 바르면 아침까지 광택ㅋㅋㅋ"
462,2020.04.13,5점만점에 5점,어머나 이게  뭐예요?! 얼굴에 올리자마자 싹 흡수하네요 감동ㅠㅠ 이전부터 쭉 사용해 왔는데 신제품 나와서 사서 써봤어요~ 확실히 전보다 업그레이드 된거같아요 뭔가 더 촉촉하고 쫀쫀 차오르는 느낌이예요
463,2021.03.04,5점만점에 5점,유튜브에서 추천템으로 본후에 구입해봤는데 확실히 즉각적으로 수분충전이 확되서 너무괜찮았어요 세일할때 한번씩 살것같아요!!
464,2021.03.02,5점만점에 5점,이거바르고 크림하나바르고 자면 담날 피부 반질반질ㅎㅎ 이제 봄오는데 피부관리 더 열심히 해야죠 ㅎ!!!
465,2021.02.25,5점만점에 5점,궁금해서 매장에서 하나 사 봤는데촉촉하고 흡수도 잘 되고 좋아서 웰라쥬 세일할 때 잔뜩 샀어요
466,2021.02.24,5점만점에 5점,바르면 보습감이 느껴져요 처음 써보는거라서 한 번 써보고 괜찮으면 사려고 했는데 다시 살 마음이 한 78퍼 있는 정도입니당
467,2021.02.17,5점만점에 5점,"추천받아 샀는데
세일할 때 무조건 쟁여야 하는 필수템입니다.
팩하기 귀찮은 날 하나 오픈해서 발라주면 2-3일은 효과가 지속되는 것같아요"
468,2021.02.17,5점만점에 5점,"피부타입-건성
여행갈 때 가져가기 너무 좋음
이것만 발라도 충분~
저녁에 바르고 자고 일어나면 꿀피부
매일쓰기엔 비싼아이....ㅠ"
469,2021.02.15,5점만점에 5점,너무 좋습니다. 사용하는 방법이 조금 번거롭지만 다음날 피부가 눈에 띄게 편안해지고 부드러워집니다.
470,2021.02.13,5점만점에 5점,수부지 피부인데 좋으네요. 수분 채워주는 느낌이고 이거 바르고 화장하면 뜨는 게 덜 한 거 같아요
471,2021.02.06,5점만점에 5점,계속해서 재구매하는 상품이에요 수분감이 엄청나서 사용한 직후에 광이도는건 물론이고 자고일어나면 탱탱해진것 같은 기분도들어용
472,2021.02.04,5점만점에 4점,중요한날 전날에 바르고 자면 다음날 화장이 잘 먹어서 좋아요 사용할때 먼지가 묻어나는게 좀 흠이지만 사용감이 좋아 자꾸 찾게 됩니다
473,2021.02.04,5점만점에 5점,추천받아서 써봤어요. 완전 건성 이라그런지 극적인효과는 못봤지만 끈적이지 않고 자극없어 좋았어요.
474,2021.01.28,5점만점에 5점,"세일할 때 종류별로 쟁여두었습니다. 민감한 수부지라 어지간한 순하다는 에센스, 세럼류 쓰면 바로 뒤집어져요. 웰라쥬는 순해서 케어 필요한 날 종종 사용합니다. 개인적으로는 히알루로닉 케어가 가장 잘 맞았어요"
475,2021.01.26,5점만점에 4점,"신기해서 몇개 사봤는데 흡수도 잘되고 너무 끈적이지 않아서 좋았어요
그치만 저한테 이것만으로는  보습이 부족해서
이것도 하고 스킨케어도 해ㅇㅛ
그래도 나쁘지 않아요"
476,2021.01.23,5점만점에 5점,"엄청예민하고 건조한 상태여서 겨우 피부진정시키고 리얼100프로 히알루론산이라기에 써봤는데 보습력짱이에요!
큰병으로 리뉴얼됐다기에  그거 주문해놓고 기다리고있습니다! 진짜좋아요 요거!"
477,2021.01.19,5점만점에 5점,팩 필요해서 뭐 살까 찾는 중에 이거 보게되었는데 진짜 너무 좋았어요ㅠ 촉촉하고 뭔가 피부에 쏙 흡수되어서 진짜 속건조를 잡아주는 그런 느낌이랄까나!! 겨울에 진짜 필수템이겠어요! 저희 부모님께도 추천드려서 사용 중이신데 너무 좋다고 하시더라구요ㅎ
478,2021.01.18,5점만점에 5점,자극 없고 촉촉 했어요 ! 피부에 광이 돌았어요 재구매 의사 있습니다 !! 으어어엄청 촉촉한 정도는 아니고 쫀쫀 촉촉한 느낌 ! 여행갈때 챙겨가면 좋을 것 같아요
479,2021.01.16,5점만점에 5점,"피부에닿는 촉감이 부드럽습니다. 세럼에 알이녹는게 신기하고 보습력있어요. 글고 순한거같아 이번에 다시또구입하려합니다. 저같이 건성이심한사람테는 좀 건조할수있어서 크림덧발라줘요.
부들부들한 부드러운느낌이 좋아서 다시귀입하려구요. 가격이 사악한게 좀 흠이네요ㅠㅠ"
480,2021.01.11,5점만점에 5점,"여러번 덧바르다보니 그과정에서 자극이 살짝 생기는데, 요즘같이 너무 건조할때 사용하기 좋아요~ 비싸지만 팩보다 훨씬 좋아서 팩대신 사용중이에오 ㅎㅎ"
481,2021.01.02,5점만점에 5점,"요즘워낙 건조하다보니  수분크림을 계속바르게 되네요. 그러다보니  시간지나면  피부가 기름져있어요.
이럴때  만난  웰라쥬~ 여러번 레이어드해도  유분감이 없어요. 처음에는  발랐나 십을만큼 쏵 스며듭니다. 그렇다고  2개를 바를껀 없는거같아요.피부상태에  따라 이틀연속 정도? 급속으로 수분충전에 좋아요~"
482,2021.01.02,5점만점에 5점,촉촉하게 보습감이 좋아 중요일 전날에 팩하듯이 듬뿍 바르고자면 너무 좋아요!
483,2020.12.27,5점만점에 5점,중요한 일 있을때 전 날 사용하면 화장 잘 먹음!
484,2020.12.24,5점만점에 5점,"웰라쥬도 진짜 믿고 쓰죠.
히알루론산 입문을 웰라쥬로 했다고 해도 과언이 아니에요.
사용한 다음 날 피부가 탱탱하고 진짜 뭔가 맑은? 느낌이 나는 걸 한 번 경험한 후로 세일하면 꼭 하나씩은 끼워서 구매하고 있어요.
이건 저도 잘 쓰고 어머니 사드려도 좋아하세요.
저보다 어머니가 이런 제품류에 더 깐깐하시고 원래 뭐 사달라 이런 말씀 안 하시는데  이건 ‘그거 좋던데 그건 안 샀나?’ 하실 정도로 좋아하세요.

재구매의사 100%"
485,2020.12.24,5점만점에 5점,촉촉하거 부즈럽고 향도 좋습니다 행복해요 올리브양
486,2020.12.24,5점만점에 5점,촉촉하고 부드럽고 탱들탱글 향도 너무나도 젛습니다
487,2020.12.23,5점만점에 5점,"제 인생템 입니당
미친듯이 건조할때 이거 사용하면 피부가 다시 돌아와요"
488,2020.12.21,5점만점에 4점,"수부지 피부고 겨울에는 좀 건성에 가까워집니다.
저녁에 샤워한 후 단독으로 이것만 바르고 잤는데 바르고 자기 전까지도 건조한 걸 느끼지 못했고 다음날 아침에도 건조함을 못느꼈어요.
보통 수분 앰플만 단독으로 바르면 가을, 겨울엔 건조하던데 이 웰라쥬 앰플은 수분 보충 효과가 더 뛰어난 건지 괜찮았어요.
하지만 하루 팩으로 세일 기준 3000원... 궁금해서 한번 사봤는데 가격도 그렇고 수분 보충 할거면 차라리 앰플을 본품을 사서 바를거 같네요. 재구매는 안 할 거 같네요. ㅠ"
489,2020.12.17,5점만점에 5점,"건조 할때쓰면 촉촉해지고 좋아여 
물광주사 맞은느낌!"
490,2020.12.16,5점만점에 5점,이거 진짜 넘 비싸서 그렇지 보습 수분 어디하나 빠지는거없이 너무 좋아요
491,2020.12.14,5점만점에 5점,저는 에센스 양이 많아서 이틀 나눠 써요 여행갈 때 딱
492,2020.12.14,5점만점에 5점,여행가거나 할 때 들고가기 편하고 다음날 피부가 좋아요
493,2020.12.14,5점만점에 5점,넘 좋아요~~왜?거칠한피부에. 보습이 촉촉 얼굴이. 반질반질
494,2020.12.12,5점만점에 5점,약속전날 사용하라는 이유를 느끼게 해줘요 ~ 담날 화장이 잘먹고 피부가 촉촉해져요
495,2020.12.11,5점만점에 4점,가끔 건조할때 이거사서 쓰는데 좋아요. 어쩔땐발라도 건조할때잇더라구요
496,2020.12.09,5점만점에 5점,"추천받아서 사용해봤는데 정말 기대 이상으로 좋았어요. 바르고 났을 때 피부가 약간 매끈해지는 느낌이 들어서 좋아요ㅎㅎ 수분을 가득 채워주는 느낌이라 건성이나 수부지분들이 사용하면 좋을 것 같아요!!  
저는 사이즈가 작아서 한 번 사용하면 끝일줄 알았는데 의외로 두세번 정도 바를 수 있어서 더더 만족했어요.
재구매 의사 100!!!"
497,2020.12.09,5점만점에 5점,세일해서 하나 사봤는데 넘 좋아요!! 다음세일때 쟁여둬야겠어요 ㅎㅎㅎ
498,2020.12.08,5점만점에 5점,캡슐 으깨는거 쾌감 쩔어요 자기 전에 바르고 자면 촉촉한거같음
499,2020.12.08,5점만점에 3점,무난하게 잘 사영했던 재품이라 재구매했는데 가격은 여전히 비싸네요ㅜㅜ
500,2020.12.06,5점만점에 5점,유투버를 통해 알게 되었는데 이거 바르고 화장하면 그날은 진짜 무조건 화장이 마스크 썼는데도 이쁘게떠요 솔직히 제가 화장을 두껍게 하는 걸 싫어해서 컨실러만 이렇게 간단하게 바르고 나갈 때도 많지만 이거 바른 날은 제가 좀 똥손인데 파데를 발라도 와 이거 하나 발랐다고 피부가 파데를 다 먹어 버려요 진짜 꿀탬이에요 저는 묶음으로 여러개 쟁여놓고긴 필요할 때 화장이 안먹을꺼 같은 날이나 특별한 날 바르고 화장하는데 피부 쫀득쫀득 해지고 하나만 사서 특별한 날 예뻐 보여야 하는 날 사용해 보시는 것도 나쁘진 않을 거 같애요
501,2020.12.06,5점만점에 5점,세번썼나? 좋은것 같아요 중요한날있을때 쓰면 좋지여
502,2020.12.06,5점만점에 5점,겨울에 얼굴이 건성한데. 밤에 바르고 자니. 얼굴이 촉촉하고  넘 좋아요
503,2020.12.06,5점만점에 5점,일반 팩보다 흡수도 잘되고 좀 비싸긴하지만 써볼만해요
504,2020.12.05,5점만점에 5점,비싼 히알루론산 앰플 ㅠㅜ 꼭 세일할때 쟁여드세요!
505,2020.12.05,5점만점에 5점,"음 이게 히알루론산 원액이라는 유*브를 보고 사본건데.. 제 솔직한 느낌은 글쎄요.. 별로 촉촉해지지도 않고, 엄청 끈적거렸어요. 여러개 사서 남은건 어쩌나 싶고 가격이 비싸서 세일해도 비싼 편이라 너무 아깝네요 한두개만 사볼껄 괜히 쟁여서 돈 버렸네요.. 전 수부지인데 저거 바르고 담날 좁쌀이 세개 정도 올라오고 그 다음날은 네게 올라와서 연고까지 썼어요ㅠㅠ.."
506,2020.12.05,5점만점에 5점,왠만한 시트팩보다 효과좋아서 매번 구매하는제품이에요.
507,2020.12.05,5점만점에 5점,서용허고 난 다음날 확실히 피부가 촉촉하고 쫀쫀해요
508,2020.12.04,5점만점에 4점,"가격이 좀 비싼거빼고는 별다른 단점은 없어요,"
509,2020.12.04,5점만점에 5점,다음날 화장잘먹기 위해 전날 꼭 쓰는거 ㅠ 인생템
510,2020.12.03,5점만점에 4점,"스페셜하게 케어하고 싶을 때 촉촉하니 좋더라고요
사용법은 귀찮지만 어쩌다하면 재밌는 것 같아요"
511,2020.12.02,5점만점에 5점,좋아요 잘받았습니다! 유명한만큼 좋아요!!! 재구매 또 하겠습니다!!^^ 너무 좋네요!!!
512,2020.12.02,5점만점에 4점,"사용하기 편하고 마스크팩처럼 기다리는 시간이 없어서 좋아요
하지만 생각보다 엄청 촉촉하진 않아서 약간 건조했어요 ㅜㅜ"
513,2020.12.01,5점만점에 5점,이거 큰 효과는 잘 모르겠으나 계속 사서 꾸준히 쓰는 제품입니다. 다음 날 피부가 좋아보여요
514,2020.11.30,5점만점에 5점,"웰라쥬 첨엔 광이 많이났는데 넘 적응해서그른가 이제 광도 줄어들은것같아요
그래도 순하고 촉촉하니조아요"
515,2020.11.30,5점만점에 5점,올영보이면 들어갔다가 세일일경우 꼭 하나 집어오네요 그렇~~게 좋은건 모르겠는데 무난해용 ㅋㅋ
516,2020.11.27,5점만점에 3점,콜라겐 먼저 써보고 좋아서 히알루로산 써봤는데 더 묽고 눈에 보이는 효과는 별로 없었어요. 콜라겐으로 재구매 할듯해요
517,2020.11.25,5점만점에 4점,뻑뻑해여ㅎㅎ 근데 수분은 잘 채워주는 것 같은데.. 나중에 약간 건조해져서 다른 크림 발라야 좋을 것 같아요! 저는 복합성이에요~
518,2020.11.24,5점만점에 5점,지나다니다가 올영 한번씩 들러보고 세일중이면 꼭 쟁여놓는거에요 항상 씁니당 보습 너무좋아요
519,2020.11.21,5점만점에 5점,"피부 뒤집어졌을때 사용했는데 좋았어요
재구매 의사 있습니다
수분 완전 짱짱한 느낌이렸습니다"
520,2020.11.15,5점만점에 5점,"웰라쥬 파랑이 최고에요 자고일어나면 완전꿀피부
바르고 크림듬뿍바르규자면 다들 피부좋다고해요"
521,2020.11.10,5점만점에 4점,세일이나 1+1 할때 꼭 주문하는 제품이에요 이거 바르고 크림 듬뿍 바르고 자면 다음날 피부 상태 좋아요
522,2020.11.10,5점만점에 5점,"궁금해서 사봤는데 유명템답게 수분 촉촉이긴 해요
근데 그뒤에 크림 더 발라주는게 좋을 거같아요
기분내는 용도로 괜찮아요"
523,2020.11.08,5점만점에 5점,"겨울철 극극 건조한 나를 위해 꼭 필요한 제품..
넘흑 건조해서 미춰벌일 때마다 주기적으로 해줍니다..
건조함 사라져.!"
524,2020.11.08,5점만점에 4점,용량대비 가격깡패지만 흡수도 빠르고 촉촉해서 다음날 피부 너무 좋아져요ㅜㅜ할인할 때 쟁여놔야됩니당
525,2020.11.02,5점만점에 5점,"이거 바르고 그 위에 모델링팩 도포하면 완전 흡수 잘돼요.
유튜버 ㅁㅅㅋ님 보고 따라해봤는데 완전 꿀팁👍"
526,2020.10.20,5점만점에 5점,수부지에 속건조까지있는 피부타입인데 한번만 써도 피부가 쫀득쫀득해지고 촉촉한것같아요!!!완전 좋아요!!!
527,2020.10.19,5점만점에 4점,"양은 넉넉해서 좋긴 한데 효과는 잘 모르겠어요,  히알루론산이라 미끈미끈핫 느낌 있고 세일할때 아님 안 살듯~"
528,2020.10.18,5점만점에 4점,"이거물건입니다 
다음날에 일어나보니까 얼굴 탱탱해져 있었어요 모공도 사라진듯 잘썼어요 ㅎㅎ"
529,2020.10.12,5점만점에 5점,좋아요. 요즘 마스크때문에 피부가 푸석푸석하고 결이 안좋았는데 이거 쓰고 나서 피부가 보들보들 해졌어요.
530,2020.10.11,5점만점에 5점,건성뿐만아니라 지성도 사용 가능한 앰플이에요! 수분+진정효과 있어서 저녁에 바르고 자면 다음날 아침에 피부 겁나 부들부들하고 좋아요!!
531,2020.10.11,5점만점에 3점,"기초케어만 할 때 보다는 촉촉함이 오래가는데,
시트팩만큼은 아닌듯해요. 세일할 때 사는걸 추천합니다"
532,2020.10.10,5점만점에 5점,"정말 에센스가 피부에 잘 스며들어서 좋고 
양이 꽤 많아요! 
가격이 아쉽지만 새일할 때 사세요! 
저도 세일하면 쟁여둘려구요"
533,2020.10.03,5점만점에 4점,"흡수도 빠르고 끈적임 없이 마무리되는게 만족스러웠어요
마무리는 깔끔한데 촉촉한 느낌이 좋아요"
534,2020.10.01,5점만점에 5점,"자주 사기도 하고 후기를 몰았다가 연달아 쓰려니 세 개가 몰린 듯해서 좀 민망하네요. 
세일할 때 쟁겨두면 좋은 꿀템이에요. 추천 꾸욱!"
535,2020.09.28,5점만점에 5점,"히알루론산 캡슐이라 너무 조아요
간편하게 관리할 수 있는 제품이에요
다음엔 포장없이 대량으로 구매할 수 있으면 좋겠어요"
536,2020.09.18,5점만점에 5점,아주 촉촉하고 흡수도 잘 되는 것 같아요. 캡슐에 앰플 넣고 녹는 것 보는 재미도 쏠쏠 하네요!
537,2020.09.18,5점만점에 5점,"올영세일하면 가장 먼저 찾는 제품
웰라쥬 해당라인은 정말 간편해서 쓰기 좋고 자극도 없고
무난무난함!
사용감도 좋고 효과도 좋음!"
538,2020.09.17,5점만점에 4점,좋은데 비싸요ㅠㅠ크기도 너무 작구...1+1할 때만 사네요
539,2020.09.15,5점만점에 3점,"광고 보고 기대를 너무 많이 했나봅니다.,.그럭저럭.."
540,2020.09.05,5점만점에 5점,웰라쥬 워낙 유명해서 예전부터 쓰고 싶었는데 정말 좋더라구요! 일단 자극없이 끈적임없는 너무 좋아서 1일 1팩 하고 싶었어요!
541,2020.08.23,5점만점에 5점,"중요한 선약이 있다! 소개팅이 있다! 발표가 있다! 이럴때 무조건 챙겨두고 바르는 제품인 것 같습니다.

웰라쥬가 유명하다는 것은 알고 있었지만 가격때문에 주춤하게 된 건 어쩔 수 없는 것 같아요 ㅠㅠ 그런데 중요한 날 전에 여드름이 갑자기 많이 올라와서 마지막 희망인 셈치고 웰라쥬를 바르고 잤는데 이게 무슨.. 정말 진정이 많이 되었어요!

제가 히알루론산과 잘 맞아서 그럴 수도 있는데 엄청 촉촉하고 피부가 붉은기가 많이 빠진 것 같아요!

저는 보통 스킨을 한 뒤에 발라주고 그 뒤에 평소에 바르는 크림으로 마무리를 하는 편입니다만 제 친구는 본 제품을 바로 피부에 바르니 무리가 있어서 로션과 함께 섞어서 바르니 좋다는 평도 있었습니다!"
542,2020.08.23,5점만점에 5점,"중요한날 팩하기귀찮을때 이거발라줘요
촉촉하고 좋습니다!
다만 악건성들은 크림류 한번 덧 발라줘야 할거같아요
한개만단독으로바르면 약간 땡기는느낌이있어요"
543,2020.08.21,5점만점에 5점,웰라쥬는 그냥 믿고 구매하세요! 환절기에 사용하면 특히 좋고 건조할때 사용하면 효과 직빵! 피부는 탱탱해지고 쫀쫀해지고! 다음날에는 화장도 잘 먹고! 피부과 효과를 집에서 간단하게 느껴볼 수 있는 제품 다들 구매 고고링 ㅎㅎ(대신 세일할때만..가격이 너무 사악..)
544,2020.08.21,5점만점에 5점,진째 다음날 중요한 일이 있다 하면 전 날 밤에 바르고 자고 니서 일어나면 완전 쫀쫀  아님 화장 전에 바르면 진짜 화장 잘 먹는데 가격이...
545,2020.08.17,5점만점에 5점,"한번 사용해보고 너무 좋아서 친구들한테 하나씩 선물해줬습니다!
중요한 날 하루 전 날 잠들기 전에 스킨케어하면서 얼굴에 바르고 그 다음날 화장하면 진짜 잘 먹어요!!!!
특히 화장하기 전에 팩도 하고 나서 하면 피부가 진짜 미쳐요...너무 추천합니다!!ㅔ"
546,2020.08.16,5점만점에 3점,"촉촉하고 보습에 효과가 좋지만 자주 사용하고 꾸준히 사용하기에는 부담이 있어요.

피부에는 큰 효과가 없지만 다음날에 피부가 좀 좋아지는 느낌이 들었어요"
547,2020.08.02,5점만점에 5점,확실히 웰라쥬 원데이 키트 쓰면 다음날 피부가 건강해져서 피부 화장이 너무 잘 되는데 다만 바르기가 쉽지 않아서 스패츌라가 있거나 혹은 통을 바꾸거나 하면 좋을거같아요
548,2020.07.31,5점만점에 5점,"건성분들 중요한 약속 전에 쓰기 좋은것 같아요
물폭탄 같은 느낌!
지성이시면 좀 부담스러울 수도 있어요
뭐 녹여서 써야하고 살짝 번거로워서 
키트가 사용하기 편하진 않은것 같아요"
549,2020.07.30,5점만점에 5점,예민한 피부라서 이것저것 다 써봤는데 알러지 올라오거나 뭐가 나더라고요 근데 이 제품은 트러블도 없고 전날에 바르고 자면 다음날까지 피부 상태 굿이고 화장도 너무 잘먹어요ㅎㅎ
550,2020.07.30,5점만점에 5점,피부가 총체적으로 답이 없을때 한 캡슐씩 사용해요. 저녁에 사용하고 다음날 일어나면 완벽복구까지는 아니더라도 90%이상 컨디션이 돌아와요 꾸준히 해주는 것도 좋겠지만 아무래도 조금 부담되니까 피부 뒤집어졌을때만 한번씩 사용해줘도 좋을 것 같아요
551,2020.07.28,5점만점에 4점,원플원 할 때 구매했어요! 쫀쫀하고 수분감이 좋더라구요 진정보단 수분팩이 갠적으로 더 좋았네요~좋긴한데.. 계속 사서 둘만큼은 아닌거같아요 ㅠㅠ 넘 비싸여
552,2020.07.27,5점만점에 4점,"수분 충전하기 좋아요! 정가에 사기에는 아깝긴한데 행사할 때 사면 좋습니다. 그런데 사면서도 낱개로 된 패키지 때문에 환경생각하면 좀 찔려요,,"
553,2020.07.25,5점만점에 4점,"히알루론도 과하면 피부에 자극이 된다고 하던데 저에게는 약간 자극이 있었는지 군데군데 트러블들이 올라왔습니다 그러나 보습력만큼은 굉장히 좋고, 팩을 15분동안 붙이고 있지 않아도 된다는 편리함이 좋습니다"
554,2020.07.25,5점만점에 5점,"하고나서 다음날 피부가 너무 좋아져서 화장이 진짜 잘 받았어요.
자꾸 얼굴에 각질이 올라와서 화장이 떠서 반신반의하는 마음으로 구매했는데, 완전 만족했습니다."
555,2020.07.24,5점만점에 5점,"가격이 비싸다는 점이 참 아쉬워요..
그래서 중요한 날에만 사서 사용해요.
다행히 1+1 꽤 자주해서 삽니다. 정가주고는 못사요.
특별한 날 전날 밤에 사용하면 담날 부들부들 최상 컨디션입니다!"
556,2020.07.23,5점만점에 5점,"저는 지성피부인데  4가지나온거 모두써봤는덕
제일손이 가는건 시카도아닌 히아루론산이에요
진짜수분이차는것이 느껴지고 끈적이지않아요
지성이라 그런거되게 신경많이쓰는데  겨울에는 건조한가?
라는생각들정도에요  산뜻하지는않지먀 끈적이지않는촉촉함
저는 진짜세일할때 쟁여둬요"
557,2020.07.22,5점만점에 5점,"놀라운 보습감에 놀라요  3일에 한번씩 하고 자는데  보습감이 피부깊숙히 느껴져요 한 3일동안 촉촉 보들보들합니다 피부가요 ㅜㅠ 넘 만족스러운 ♡
원뿔할때 쟁입니다~!"
558,2020.07.17,5점만점에 5점,이걸 사용하고나면 진짜 거짓말 안하고 다른거 안발라도 너무촉촉해요 겨울에 건조할때 쓰기 좋고 간단하게 얼굴이 당기시는분들은 크림으로 마무리 해야 좋을것 같아요
559,2020.07.16,5점만점에 5점,쟁여쓰는 제품. 일주일에 한번씩 기억 날때면 피부도 좀 쉬라고 토너후 이거 하나만 바르고 쉽니다. 세일할때 사두면 기억날때마다 하나씩 쓰기 좋은제품.
560,2020.07.16,5점만점에 5점,이건 1+1일때 쟁여서 사용하는 제품이죠. 주머니속에 10개씩 쟁여놓고 기억날때마다 발라줘요. 토너 위에 이거 하나만 바르고 피부도 좀 쉬라고 아무것도 안 발라요.
561,2020.07.13,5점만점에 5점,"보습 앰플중에 제일 좋은거같아요
한개씩 낱개로 있어서 여행갈때도 들고가기 좋고 자극없이 촉촉하게 마무리 돼요!!
흡수도 빠르고 앰플 양도 많아서 얼굴에 다 바르고 몸에도 바르기에 충분한 양이에요!"
562,2020.07.13,5점만점에 4점,히알루론산이 질감이 마른상태여서 뻥튀기 같아요 꼭 근데 이게 액체를 삭 부으니까 사르르 녹으면서 섞이면서 앰플이 되는건데 면봉같은걸로 저어주는게 좋겠어요 손으로 하니까 손에 먼지가 들어가서 찝찝하더라구요
563,2020.07.11,5점만점에 4점,"유튜버들이 하도 좋다해서 사봤어요
이거하고 다음 날 피부결 자체가 다르다하여..
일단 양이 보이는 것 보다는 바르고도 은근 양이 많아서 좋더라구요.
다음날 일어나자마자 바로 씻어서 아쉽게도 다음날의 피부결은 모르겠지만 재구매의사 있습니다."
564,2020.07.08,5점만점에 5점,피부에 트러블 일어나고 난리도 아니었는데 다음날 갑자기 약속이 잡혀 급하게 구입했어요! 저녁에 바르고 아침에 일어났더니 얼굴이 촉촉 부들부들해지고 화장이 완전 잘먹더라구요!! 만족했습니당
565,2020.07.05,5점만점에 5점,"이때까지 써본 팩중에 쓰면서 계속 감탄한건 첨인거  같아요 ... 
진짜 개좋아요 ㅠㅠ 하지만 가격이 너무 부담스러워서 세일할 때 많이 챙겨놓으려구여 ㅜㅜ"
566,2020.07.04,5점만점에 5점,악건성이라 이런 제품 나오길 정말 기다렸어용.. 추천 받고 샀는데 항상 쟁여두고 건조함 느낄때마다 바르고 자면 다음날 피부 탱탱해진 느낌입니다.
567,2020.07.03,5점만점에 5점,"유투버에서 보고 한번 구입해봤는데 너무 만족해서 여러개 구입하고 홈쇼핑에서도 대용량으로 구입했습니다.
이번에 좀 장기간 간쪽이 아프면서 피부가 계속 뒤집어지고 염증올라오고 해서 해소목적으로 샀고요 효과는 아주 좋게봤습니다."
568,2020.06.30,5점만점에 4점,"무난하게 쓰기 좋아요.
아무리 자극없는 마스크팩 시트라고 하더라도 재 피부는 예민하게 받아들이더라고요. 그래서 시트팩 없는 팩을 사봤습니다.
무난하게 쓰기 좋은 것 같아요. 
콜라겐은 스페셜케어라면 히알루론산은 데일리케어라고 할 수 있겠네요.
잘 쓰겠습니다~!"
569,2020.06.28,5점만점에 5점,사촌언니 결혼식 전날에 쓰려고 원쁠원일 때 구매했습니다! 하나는 그전에 테스트로 썼는데 다음날 피부가 촉촉해서 화장하기 좋더라구요! 언니 결혼식 때도 잘 썼습니다!
570,2020.06.26,5점만점에 5점,히알루론산이 함유되어 있다는 제품들 보다 눈으로 볼수있어서 좋습니다. 다만 제 손가락이 통통한 편이라 손가락으로 덜어서 바르기에는 불편하더라구요 ㅠㅠ 손바닥에 부어서 하기에도 불편하고 ㅠㅠ
571,2020.06.25,5점만점에 4점,"좋다는 사람들이 하도 많아서 써봤는데, 기대를 너무 많이 해서였는지.. 저는 그냥 그랬네요. 극적인 효과를 기대했던걸까요.. 생각보다 무난했습니다."
