,날짜,평점,리뷰
209,2019.09.20,5점만점에 5점,스킨 대용으로 쓰고 있는데 순해서 쓰기 좋아요...
210,2019.09.11,5점만점에 5점,"역시 좋다고 하는건 다 이유가 있내요
진정에 정말 좋아요
스킨하구나서 화장솜에 적셔 5분정도 올려두면 홍조 잠재워주고
촉촉하게 정말 좋아요
해외로 여행갓다와서 피부가 울긋불긋 붉고 간지럽고 따가웠는대
화장솜에 적셔 팩해주니까 이틀? 만에 괜찮아졌어요
할인할때마다 쟁여둬야할꺼같내요 ㅋㅋ"
211,2019.09.11,5점만점에 5점,너무 좋아요. 성분도 100퍼센트 쑥 추출물이라 부담없이 매일 쓸 수 있을 것 같애요. 향도 은은해서 전혀 부담도 없네요.
212,2019.09.10,5점만점에 5점,진짜 진짜 좋아요. 제가 성인여드름 트러블에 시달리고 있었는데 이거 쓴뒤부터 너무 좋아졌어요. 쓴 그날부터 바로 효과가 있더라구요. 쑥이 이렇게 피부에 좋은지 몰랐네요 건조함도 잡아주고 기름지지 않게 만들어줘서 모공도 확 줄어들고 피부가 너무 편안해요. 성인 여드름 수부지 피부에 바르시면 정말 효과 보실꺼에요~피부과 갈 돈 굳었네요.  완전 추천해요!!
213,2019.09.04,5점만점에 5점,"블**리 제품이랑 제조사가 같아서 좀 망설였어요 원래 블*제품 사용하다가 바꿔봤는데 제형이 좀 달라요 요 제품은 약간 점성이 있는 제형이고 쑥향은 좀 덜하더라구요
쑥 자체가 굉장히 잘 받는 피부라 크게 문제는 없었어요 전성분이 쑥 추출물 100퍼라는데 오로지 쑥으로만 구성되어있는지 추출과정에서 뭘 첨가했는지는 모르겠지만 일단 써보려구요"
214,2019.09.03,5점만점에 5점,샘플을 써보고 너무 좋아서 본품을 구입했어요. 피부 진정에 정말 좋은 듯 합니다. 쓸 수록 피부가 점점 좋아지는 듯한 느낌이에요
215,2019.08.20,5점만점에 5점,피부 뒤집어졌을때 아임프롬 팩 쓰고 맘에 들어서 에센스까지 사게 됐어요. 두개 다 아주 맘에듭니다. 제가 눈이 예민해서 평소에 로션같은거 조금 흘러 들어가면 폭풍 눈물인데 이거는 그런게 없어요. 진정 넘 잘돼서 남자친구도 팩써보게하고 에센스 선물해줬구요. 임블ㄹ 랑 같은곳에서 만든다는 Q&A때문에 걱정되는데 일단 좋아서 계속 사용중입니다ㅠ
216,2019.08.13,5점만점에 4점,더운 날씨로 인해 모공이 활짝 열리고 유분이 줄줄 흐르고 있어 트러블 잔치를 열었는데 4일 내내 토너팩으로 사용하였더니 진정이 되었어요. 세일해서 2개 구매했는데 잘 구매한거 같아요. 세일한 가격은 좋은데 원가로 구매하려면 좀 고민될 거 같아요. 가격빼고는 다 만족이요b
217,2019.08.02,5점만점에 5점,"좋아요. 그나저나 일본불매에 동참합시다!!!!!!

★일본불매★
- 롯데(아이시스, 칠성사이다, 트레비 탄산수, 월드콘, 빈츠, 칙촉, 빠다코코낫, abc초콜렛, 몽쉘, 마가렛트, 빼빼로, 마운틴듀, 파스퇴르우유, 자일리톨 껌, 찰떡파이, 2%, 비피더스, 게토레이)
- ABC마트, 유니클로 등
- 비트, 휴족시간, 참그린, 아이깨끗해, 소프트빈스, 시스테마, 아이미루, 버퍼린, 락토페린 등
- 르꼬끄, 데상트, 아식스, 아레나, 엄브로, 발뮤다, 린나이 등
- 음료수 : 동아오츠카(포카리스웨트, 토레타, 오로나민씨, 오란씨, 데미소다, 나랑드사이다, 데자와 로얄밀크티 등)
- 일본맥주 : 아사히, 기린 등
- 화장품 : sk2, 츠바키, 키스미, 시세이도, 나스, 슈에무라, 센카, 케이트, 캔메이크, 하다라보, 세잔느
- 쏘니, 꼼데가르송, 뮤지, 카시오, 혼다, 토요타 등"
218,2019.08.01,5점만점에 5점,"두번째예요!!! 이거정말 대박추천합니다!!!
저가민감한피부인데요 이거쓰다가 다른거 도전해보고 트러블나서 다시이거쓰면 바로 가라앉고 피부 좁쌀조차 없어져옇ㅎㅎㅎ 평생고민이였는데 말끔히 사라졌습니다 근데 이게 쑥 100프로여서 그런지 좀 오래쓰면 냄새가 살짝 달라지더라구요ㅠㅠㅠ 그래서 그게 조금 걱정인데 그래두 그걸 바르고 트러블나진않았어요 사용감도 살짝 점성있고 굉장히 좋아요 저의 인생탬입니당ㅎㅎㅎ"
219,2019.06.11,5점만점에 5점,"세일기간에 주문하고 좋아서 하나더 구매했어요
진정에 효과 있는거같네요 꾸준히 써보려구요~~~~"
220,2019.06.06,5점만점에 5점,"타제품 쑥에센스 쓰다가 평이좋길래 머그워트로 갈아탔는데 갠찮네요
세일할때 하나더 쟁여놨습니당~~~"
221,2019.06.05,5점만점에 5점,와..... 오늘 받았는데 손이 미끄러져 떨궜더니 그대로 다 산산조각이 나서 버렸어요 ㅠ 너무 속상합니다 ㅠㅠ̑̈ㅠ̑̈
222,2019.06.04,5점만점에 4점,지성피부에는 좀 맞지않는것같지만 순해서 자주 바르고있어용 저녁세안후 솜에가득 올려 팩처럽한답니다
223,2019.05.29,5점만점에 5점,"2통째 쓴 후기입니다! 
저번에 트러블이 올라와서 처음 쓰게됐는데 진짜 좋더라구요!
보습이 부족한건 사실이지만 진정으론 진짜 좋아요!
올리브영 1/2솜에 적셔서 스킨팩으로하면 더더더좋아요! 빨리쓰지만요 ㅠㅠ ! 임ㅂㄹ꺼랑 고민하다가 샀는데 사태 터진 후 보니까 아임프롬꺼 산 나 칭찬해...^^"
224,2019.05.03,5점만점에 5점,"두번째 구매에요!!
사실.. 잘 사용하다가 깨뜨려서 재구매ㅠㅠ
유리병?이라서 진짜 조심히 깨뜨리지 않게 관리 잘하셔야 합니다!!
순하고 진정효과도 잇고 촉촉하고ㅎㅎ
만능에센스에영ㅋㅋ 진짜 잘 사용하고 있습니다!!"
225,2019.04.20,5점만점에 5점,"평이 좋아서 구매했어요~
와... 정말 좋아요 ㅜㅜ
이런걸 왜 이제야 구매했는지.  흑.
진작 알았더라면... 
저는 너무 좋아요♡
계속 구매할려고 합니다! ㅎㅎ"
226,2019.04.20,5점만점에 4점,"올리브영 세일기간에 최다 판매 상품이래서 하나 집어넣어 봤습니다
방금 1회차 사용해봤는게 약간 이콧물 제형이고요 쑥향이 인위적이지않고 향긋하게 올라옵니다 솜에 듬뿍 묻혀서 사용하니 얼굴이 조금 강기는 감이있는것같아요 건성입니다. 계속쓰고 좋으면 재구매 할것같아요"
227,2019.04.14,5점만점에 4점,올리브영에서 유명한 제품이길래 구매해봤어요. 마침 오늘 뾰루지가 올라왔길래 진정시키려고 처음 사용해봤는데 괜찮은것 같아요. 그런데 생각보다 많이 묽은 에센스네요. 닥토로 사용해도 될것 같아요. 꾸준히 써볼게요.
228,2019.04.13,5점만점에 5점,"피부가 얇고 예민한 편이라 세안하고 나오면 쉽게 붉어지는데, 머그워트 에센스를 시루콧토 화장솜에 스킨팩처럼 사용하면 바로 진정되네요 세통째 구매인데 피부가 밝아져서 좋아요!"
229,2019.04.12,5점만점에 4점,"처음써보는제품입니다.
자기전 세안하고 바르는데 느낌 좋아요.오일느낌 드는데 막 끈끈하거나 무거운 ᆞ두꺼운 느낌아니네요. 화장솜에  적혀 볼부분 2ㅡ3분 마스크처럼 했는데ᆞ촉촉함 있네요"
230,2021.03.03,5점만점에 5점,"제가 매일매일 쓰고있는제품이예요
항상 토너처럼 화장솜에 묻혀서 사용하고있는데 하고나면 피부가 되게 쫀득해지고 진정되는 느낌이어서 너무 즇았어요

날씨 건조하거나 트러블올라왔을때 사용하면 좋을거같아요"
231,2021.02.15,5점만점에 2점,"비건제품 칭찬해요!
엄 근데 저한텐 안 맞더라구요
피지가 스물스물 올라왔어요
마무리감이 보송보송하지 않고 기름막 코팅해주는 느낌?입니다
특유의 향과 마무리감 모두 나쁘지 않았는데
피부가 안 받아주어 아쉽네요 :,("
232,2021.02.10,5점만점에 5점,이번에 두통째 구매했습니다  처음에 저만 쓰고 있었는데 남편도 써보더니 너무 좋다고 같이 쓰네요ㅋㅋㅋㅋ 배송도 빠르고 은근 양도 많아서 알차게 쓰고 있어요!
233,2021.02.04,5점만점에 5점,"우연치 않게 에센스 사용해보고 넘 좋아서 사용하게 됐어요
마스크 때문에 턱에 뾰루지가 자꾸 올라오는데 아임프롬 제품 사용하고부터 없어졌어요
피부 진정템 찾고 계신 분들께 적극 추천 드립니다"
234,2021.01.20,5점만점에 5점,세일할때 야금야금 하나 두개씩 쟁이는 기초템이 됐어요
235,2021.01.18,5점만점에 5점,순하고 트러블 진정에도 좋고 할인할때 잘 샀습니다ㅎ
236,2021.01.14,5점만점에 5점,수부지인데 무화과 에센스가 너무 좋아서 쑥 에센스도 구매해봤는데 진짜 좋아요 둘 다 물 토너 콧물 토너 사이의 제형인데 속보습을 잘 잡아주고 진정에도 좋아요
237,2020.12.08,5점만점에 5점,"여름에 특히 사용하기 좋구요
저는 냉장고에 넣어놓고 써요
이 제품이랑 같이 쓰는 제품 사진첨부합니다"
238,2020.12.07,5점만점에 5점,"향도 괜찮고, 순해서 잘 쓰고 있어요 트러블도 안나고 보습력도 좋아서 모든 피부 타입에 다 잘 맞을 것 같아요"
239,2020.12.07,5점만점에 5점,"엄마가 계속 쓰고 있는 제품이에요
일단 향에 가장 만족하십니다
자극적이지 않아서 더 좋아요"
240,2020.12.05,5점만점에 5점,요즘 트러블 때문에 이것저것 많이 구매했는데 효과가 있으면 좋겠네요 그리고 사용해봤는데 순하고 좋네요
241,2020.12.04,5점만점에 5점,여드름 피부이고 진정 목적으로 사용합니다. 화장솜 이용해서 한번 닦아주고 피부에 흡수시켜주면 촉촉해요!
242,2020.12.03,5점만점에 5점,세 통 째 구매입니다. 여드름 중에 좁쌀 보다는 화농성 여드름에 진짜 좋아요!! 크고 딱딱한 여드름 나기 전에 팩 해주면 다음날 진짜 싹 가라앉아요!!! 꼭사세요
243,2020.12.02,5점만점에 5점,"속건조 개선과 예민한 내 피부에 진정효과가 너무 좋은 겨울철 필수템!
좀 귀찮아도 7스킨법 강추!

엄마도 좋다고 극찬하는 아무 피부에나 잘 맞고 순한 제품임!"
244,2020.12.01,5점만점에 5점,볼 쪽에 트러블이 너무 많이나서 고민이.많았는데.확실히 효과가 있는 것 같아요. 저는 끈적이는 거 전혀 못 느꼈구요 밤에는 화장솜에.적셔서 꼭 5분씩 팩해줘요 리뷰가 좋길래 그냥 속는 셈 치고 써보자 마음이었는데 앞으로 쭉 쓸 거 같아요ㅜㅜ
245,2020.11.11,5점만점에 5점,"마스크때문에 트러블이 너무 많이 생겨서 피부를 진정시켜야 겠다는 생각으로
아임프롬 쑥 마스크와 함께 같이 구매했던 제품인데요
냉장고에 넣고 차갑게 쓰니까 좋더라고요👍👍
저는 한 두세번 겹쳐서 바르니까 금방금방 쓰게 돼서
이번에  할인할때  한통 더 쟁였어요"
246,2020.11.02,5점만점에 5점,"피부 트러블에 진정 효과가 있다는 리뷰를 보고 구매했는데 오늘 처음 써봤어요
제 피부에는 스며들듯이 착 붙는 느낌이라 괜찮은 거 같아요
꾸준히 써서 얼른 효과 보고 싶네요"
247,2020.11.01,5점만점에 5점,"떨어질때쯤항상 쓰는제품인데 자극없이 순하고 
이제품쓰면서 여드름 나본적이 없어요
요즘 마스크 쓰시면서 다들 여드름막나고그러잖아요 
저는 그런거 하나도 없었어요 완전 깨끗👍👍"
248,2020.10.18,5점만점에 5점,그냥 에센스로도 바르고 저는 화장솜에 묻혀서 가끔 10분정도 올려놔요 진정잘되는 것 같은데 용량대비 가격이 좀 비싼거같아유ㅠ 그래도 좋으니까 계속 씁니다!
249,2020.10.16,5점만점에 5점,드디어 맘에 드는 쑥 에센스를 찾은거 같아요! 향도 인위적이지 않고요. 양도 넉넉해서 듬뿍 바르기 좋은거 같아요. 특히나 세안 직후에 사용하면 효과가 더 좋은거 같습니다.
250,2020.10.13,5점만점에 4점,건성인데 조금 건조하긴 해요~ 그래도 진정효과도 있는 듯 하고 무엇보다 제품이 순해서 민감성이지만 잘 사용 중입니다! 다만 가격은 좀 비싼 듯 해요 ㅠㅠ 가격 대비 그렇게 진정효과나 보습력이 뛰어난 건 아니라 재구매는 없을 듯 해요
251,2020.10.12,5점만점에 5점,결국 다시 돌아오게 만드는 마성의 에센스에요~특히 간절기에는 최고에요~가볍지만 결코 건조하지 않아요~진정에 정말 좋아요
252,2020.09.30,5점만점에 5점,"피부 민감해진 거 같아서 열심히 쓰고 있어요
화농성은 잘 못 잡는데 좁쌀 여드름은 이걸로 팩하면 금방 들어가요"
253,2020.09.28,5점만점에 5점,후기가 좋아서 세일할 때 구매해봤는데 화농성 여드름에 도움이 되는 거 같아요 크게 올라온 여드름들이 쏙 들어갔어요 재구매각입니다
254,2020.09.26,5점만점에 5점,"잘 쓰던 제품이라 또 주문했어요
좁쌀 여드름 올라왔을 때나 얼굴 빨개졌을 때 이걸로 거즈팩하면 좋더라구요"
255,2020.09.25,5점만점에 5점,"좋다는 얘기 들어서 
계속 사고싶던차에 
세일해서 구매했어요~ 
화장솜팩 만들었더니 금방 닳았네요
진정되요~ 꾸준히 사용해봐야겠어요"
256,2020.09.23,5점만점에 5점,아임프롬 제품 다 좋아 유명한 진정스킨도 구입해봅니다. 행사때 사서 더 좋아요. 스킨팩으로 사용해도 좋더라구요.
257,2020.09.23,5점만점에 5점,닥토로도 사용하고 스킨팩으로도 사용하는데 진정에 정말 좋습니다. 이 라인 워시오프팩도 사용하고있는데 둘이 찰떡궁합입니다. 시트팩도 구매해야겠어요
258,2020.09.22,5점만점에 5점,다섯통째 사는거 같애요. 세일하길래 바로 샀습니다. 저녁에 화장솜에 듬뿍묻혀 챱챱 해주면 진정되고 보습되서 좋아요
259,2020.09.22,5점만점에 5점,머그워터 에센스 꾸준히 사용하고 있는 제품이에요~ 자극없이 순하게 피부에 스며들고 진정작용에 효과가 탁월한듯 합니다
260,2020.09.22,5점만점에 5점,"다른 제품으로 갔다가 돌아오게 만드는 아이예요.. ㅋㅋ
이거 쓸때랑 안쓸때랑 피부가 다릅니다 ㅠㅠ"
261,2020.09.20,5점만점에 5점,4계절 내내 사용하기 좋을 듯 진짜 오랫동안 썼는데 행사해서 여분으로 또 구매함 친구한테도 추천함 쑥이 나랑 잘맞는듯
262,2020.09.19,5점만점에 5점,자극없고 마스크때문에 뾰루지 올라와서 구매하여 사용해보니 진정되고 좋아서 재구매했어요~ 가격이 비싸지만 올영 세일자주해줘서 좋아요~
263,2020.09.11,5점만점에 5점,후기가 좋길래 구매해봤어요 아직 큰 효과는 없지만 양이 많아서 다 써봐야 알 거 같아요 냄새는 좀 강한 편이라 불호네요ㅠ
264,2020.09.01,5점만점에 4점,"쑥성분이 잘맞는데다가 비건 제품이라고 해서 사봤어요

제형은 물토너보다는 점성이 있고 에센스보다는 물같아요
토너팩하기 좋은 제형이나 가격이 좀 부담스럽긴 하더라고요. 할인할 때 사시는 걸 추천드립니다"
265,2020.08.30,5점만점에 5점,"머그워트 팩도 쓰는데 에센스도 나와서 구매했어요 
진정되는데 좋아요 ㅎㅎ"
266,2020.08.24,5점만점에 5점,"가격은 나가지만 성분이 좋아서 한번 써 본 이후는 계속 쓰게 되네요. 바르면 피부도 먼가 진정된 느낌에 하루 피로가 싹 풀리는 느낌이 좋아요. 그치만, 뾰루지 진정효과 같은건 솔직히는 잘 모르겠어요. 남편은 지성이랑 뾰루지가 잘 올라와서 같이 쓰는데 뾰루지가 들어가진 않아요.."
267,2020.08.14,5점만점에 5점,"오프라인에서 안파니까
비슷한걸로 돌고돌다가 결국은 다시 얘로 정착이요ㅠㅠ
미끄덩안하고 잔여감 남는거 싫은데 얘는 안그래요!!
오프라인매장에서도 제발 많이 팔아주세요!"
268,2020.08.02,5점만점에 5점,"정말정말 제 인생 에센스입니다 벌써 세 통째 구매했어요 예전엔 여드름이 나서 고민이었는데 이거랑 마몽드 토너 쓰니까 진짜 많이 좋아졌어요 피부톤도 진짜 많이 밝아지고 얼굴에서 광도 나요ㅠㅡㅠ 제 인생 광난적 한번도 없었는데 이래서 스킨케어 신경써야 되나봐요,,, 다 떨어지면 또 구매할게요^^^"
269,2020.07.25,5점만점에 5점,"가족이 같이 사용할수있는 에센스
아주 좋아요~~~강추..강추"
270,2020.07.01,5점만점에 4점,"쑥향 퐈~ 나고 가격대비 순하고 좋은 제품인것 같아요!
구매하고 매일 같이 썼는데, 큰트러블 없이 쓰고 있네요!
다만 큰 효과나 드라마틱한 뭔가의 그런 느낌은 없어요.
순하고 데일리로 쓰기 최고인 제품입니다"
271,2020.06.30,5점만점에 4점,사실 뭐가 좋은지 잘 모르겠다능 트러블 안나서 쓰긴 씀
272,2020.06.29,5점만점에 5점,자기전에 화장솜에 묻혀 트러블 있는 곳에 붙이고 자면 다음날 일어나면 트러블이 진정되어 있는게 눈에 보여요. 두번째로 사용중인데 가격대만큼 믿을만합니다.
273,2020.06.29,5점만점에 5점,"별기대없이 유명해서 사봤는데 너무 좋아요ㅋㅋㅋ
토너나 에센스는 거기서 거기라는 생각을 바꿔주었습니당ㅎㅎ
피부에 붉은기가 정말 많이 사라졌어요
진정에 특화된 제품입니다!!
(2주정도 써봤습니당!)"
274,2020.06.21,5점만점에 4점,아직 써보진 않았지만 팩 써보고 괜찮아서 이것도 괜찮을 것 같아요
275,2020.06.20,5점만점에 4점,"요즘 코로나 때문에 매일같이 마스크를 쓰고 생활하다보니 볼에 트러블이 계속 올라와서 아임프롬 쑥 에센스 유명하길래 사봤는데.. 사실 매일 매일 마스크를 끼고 다니니까 이제 진정 효과가 있다고한들 진정시켜놓으면 마스크 끼고 진정시켜놓으면 마스크를 껴서 크게 효과가 와닿는 느낌은 없는거같아요..ㅠ
냄새는 그냥 건강한 냄새가 나고 피부가 건성타입이신 분들은 건조하다고 느끼실 수 있을거같구요 끈적이는 느낌은 별로 없어요!"
276,2020.06.18,5점만점에 5점,자극없이 순하고 촉촉해요. 가볍게 쓰기 좋은것같아요
277,2020.06.17,5점만점에 5점,민감성피부 수부지 트러블성 피부를 가진 분들이 쓰기 좋은 제품이에요. 요즘같이 마스크로 인한 트러블이 많이 올라올 때 밤마다 5-10분정도 스킨팩하기 좋아요. 저는 이걸로 스킨팩하고 시카앰플까지 써주고 자면 다음날 진정효과가 크게 나타나요. 요즘은 다른 제품 위주로 사용하고 있지만 그동안 3통 넘게 쓴 애정템입니다💕
278,2020.06.15,5점만점에 5점,"매번 쓰고있어여
네통째인거같은데
저한테 잘맞고 넘 좋아요 ‘
인생템임니다"
279,2020.06.11,5점만점에 4점,"피부 진정시키고싶을 때 사용하고 있고, 양 조절 하기 쉽게 나왔더라구요 헤프게 쓰지 않을 것 같아서 좋았어요. 향은 호불호 많이 갈릴 것 같은 항이라 꼭 테스터 해보고 사길 추천 드려요"
280,2020.06.09,5점만점에 5점,여드름+지성+민감성 피부인데 잘 맞아요~~~~
281,2020.06.09,5점만점에 5점,여드름이 더 안나는데에 아주 만족해요!! 마스크 때문에 계속 여드름이 올라왔었는데. 이걸 사용한 후 부터는 점점 줄었어요!! 좁쌀 여드름도 거의 다 없어졌어요!!! 완전 추천해요!!
282,2020.06.06,5점만점에 5점,쑥 에센스 미*것도 써보고 토니*리 것도 써봤는데 다 너무 묽더라고요~ 제형이 쫀쫀한건 이게 최고라 쓰던거 아직 반 남았는데 세일할 때 쟁여놓느라 또 구매했네요^ㅡ^ㅎㅎㅎ
283,2020.06.06,5점만점에 3점,"좋은 상품, 기획 상품으로 잘 구매했습니다.대용량 제품 있으면 좋을것 같아요"
284,2020.06.05,5점만점에 5점,"트러블 생기거나
피부 예민할때 진정에 좋아요.
세일해서 또 구입"
285,2020.06.05,5점만점에 1점,브랜드 세일 기간에 바쁜건 알겠는데 뽁뽁이라도 싸서 보내던가 딸랑 비닐로 된 공기찬거 딱 하나에 유리를 저렇게? 공기 다 터져있고 에센스는 증발했네요 ? 지금 소비자랑 장난하세요?
286,2020.06.05,5점만점에 5점,"순하고 스킨, 에센스 겹용으로 사용했는데 좋아서 재구매했습니다."
287,2020.06.04,5점만점에 5점,"다써가길래 또 구매했습니다!!몇병째 구매하는지 모르겠어요! 버린 병까지 합치면 다섯병은 넘게 쓰고있지않나 싶어요!!
피부 진정에 정말 효과가 엄청난것같아요!
향도 너무 좋고 순해요!
생리중 여드름이 생길때 솜에 묻혀서 얼굴에 붙여놓으면 진정이 되더라구요! 제 피부에 맞는 화장품을 찾은것같아 너무 기뻐요ㅜㅜ 세일많이 해주셨으면 좋겠어요😍"
288,2020.06.04,5점만점에 5점,"진정에 좋아요
원래 가격이 부담스러운데 이번 세일 때 잘 샀네요"
289,2020.06.03,5점만점에 5점,"쑥 100%라 쑥향이 강할꺼 같았지만, 은은하게 나는 쑥향이 좋습니다. 자극도 없고 순하고, 다음날 피부가 매끈한 느낌이 있습니다. 전 뾰루지가 잘 나는 타입은 아니라서 뾰루지에 진정이 되는지는 잘 모르겠습니다. 처음 써 본 제품인데 만족도는 높아서 앞으로 세일할때 놓치진 않을꺼같애요~"
290,2020.05.30,5점만점에 5점,"진짜 이렇게 진정에 좋은 것 처음봐요
요즘 마스크 때문에 피부에 뭐가 많이 올라와서
스트레스 받아서 구매해봤는데
솜에 듬뿍적셔 올려놓고 푹잤더니
피부 진정되고 말끔해졌어요 ㅎㅎ 너뮤좋어요"
291,2020.05.29,5점만점에 5점,"쑥 함유도가 높아서인지 색깔도 그렇고
옛날에 엄마따라 갔던 스파에서 났던 쑥향이 진하게 납니다.
전 좁쌀 여드름과 뽀루지가 가끔식 올라오는데
자기전 바르고 나면 아침에 많이 진정되어 있습니다
전혀 자극적이지 않아요"
292,2020.05.21,5점만점에 5점,"한동안 턱이랑 입술주변에 좁쌀 엄청 올라오고 난리도 아니었는데 마스크때문에 난리난 피부 이거쓰고 진정됐단 후기에 혹시나 싶어서 구매했어요. 패드로 얼굴닦아낸 다음에 바로 이 제품 썼어요. 가끔 화장솜에 적셔서 팩처럼 올려두기도 하고.
진짜 이거덕분인지 확신은 할수없지만 그래도 효과가 좋은거같긴하네요. 지금은 그 지긋지긋했던 입술주변이랑 턱의 좁쌀들이 거의 다 진정되서 들어갔어요. 에센스치고 제형은 거의 물에 가깝지만 무겁지않은 산뜻함이 더 좋네요. 단점은 가격정도..?ㅋㅋㅋㅋㅋ"
293,2020.05.13,5점만점에 4점,"후기가 너무 좋아서 되게 기대했는데 솔직히 그정도까지인지는
아직 잘 모르겠구요 ㅎㅎ 근데 좋긴 좋아요! 진정+보습 다 괜찮은거 같아요~ 앞으로도 세일할때 사둬야겠어요ㅎㅎ"
294,2020.05.12,5점만점에 4점,"유명한 제품이라 꼭 한번 써보고 싶었어요.
쑥이 진정에 좋다고 해서..
아니나 다를까 순하고 자극 없어요
유명한 데는 이유가 있네요
가격만 좀 비싸요 ㅠ...
그래도 이 정도 혀과면 감수해야죠.."
295,2020.05.09,5점만점에 4점,진정으로 유명한 제품인데 가격이 비싸 오특으로 떴을 때 바로 구매했어요! 엄청난 효과는 잘 모르겠지만 스킨팩 해주면 붉은자국이 살짝 진정되고 피부가 부들부들 해져서 좋아요
296,2020.05.06,5점만점에 4점,"피부 진정에 좋은것 같아요. 
이마에트러블이랑 붉은기 있었는데 다음날 보니깐 확실히 진정효과 있었어요' 
왜 좋은지 알겠음 세일할때 쟁여둘걸 그랬음!
악지성피부인데 토너바르고 이 제품 발랐는데 살짝 건조한 느낌있었음"
297,2020.04.24,5점만점에 5점,진정에좋아요 겨울에 쓰기에 재구매3번째에요---
298,2020.04.17,5점만점에 5점,저번에 한통써보고 한통 더 구매했어요 피부결이 좋아져요
299,2020.04.15,5점만점에 5점,"세일중 토너 바꿨는데 안맞는지 얼굴이 뿔긋해져서 이거 바로시켜 썼더니 붉은끼가 진정되면서 얼굴이 맑아지는 것 까지 느꼈어요 대박 넘 좋은데 양이 적어서 금방이네요..... 더 사러 온 김에 후기 남겨요
제형은 끈적임없는 물제형인데 완전 날라가는 것도 아니라 닥토 흡토 팩 다 좋아요"
300,2020.04.13,5점만점에 5점,워낙 유명한 제품이라 긴말은 안할게요. 사세요. 피부 맑아집니다
301,2020.04.13,5점만점에 4점,촉촉하고 부드럽게 발립니다 여드름에 자극없이 순합니다
302,2020.04.09,5점만점에 5점,리뷰 믿고 사봤는데 넘넘 만족해요~ 리뷰대로 화장솜에 얹혀서 몇분 얼굴에 올려놨더니 확실히 진정되고요. 손에 담아서 꾹꾹 눌러 발랐을 때 발림성도 좋고 속이 채워지는 느낌이예요. 이거 쓰고 피부 많이 좋아졌어요~
303,2020.04.07,5점만점에 5점,이번이 두통째에요 순하고 피부가 붉은기도 많고 쉽게 트러블이 나는데 이제품은 피부 진정효과도 좋고 피부 결 완화에도 좋아하 계속 사용하게 됩니다
304,2020.04.05,5점만점에 5점,워낙 유명한 제품이라 사용해보고싶어서 구매했습니다. 며칠 사용해 본 결과 우선 자극이 없어서 좋네요. 아침에 화장 전에 스킨팩으로 사용합니다. 쑥100%라고 하니 믿고 사용해볼게요~ 아임프롬 제품은 허니팩도 만족하면서 사용하고 있어서 이 제품도 크게 단점이 없어서 계속 쓸 것 같습니다.
305,2020.04.04,5점만점에 5점,재구매했어요. 순해서 부담없이 사용하기 좋아요.
306,2020.03.31,5점만점에 5점,"처음 써봤는데...
전부터 좋다는 소문은 많이 들어서 궁금하더라구요..
써보니 소문처럼 순하면서 진정효과도 뛰어나고 수분감도 좋고 그래서 만족스러운 제품이었습니다^^"
307,2020.03.31,5점만점에 5점,뒤집어진 피부 진정시키는 데에 굉장히 좋아요 마스크 써서 자극있는 피부에 좋습니다
308,2020.03.30,5점만점에 4점,"순해요 
속보습에 좋아여 
촉촉하고 순해요 !"
309,2020.03.28,5점만점에 5점,"4병째 넘게 쓰고 있는데 좋아요
홍조,여드름 피부라서 항상 스트레스인데 이 제품이 무난하게 트러블도 안나고 자극이 없어서 좋아요~
세일할때쯤에 다 써가서 세일할때마다 재구매해요!좋습니당"
310,2020.03.28,5점만점에 4점,리뷰가 좋아서 주문해봣어요 오특가격저렴할때 잘삿네유
311,2020.03.21,5점만점에 5점,"인생템이에요
진짜 피부 한참 뒤집어졌을 때 이거쓰고 피부가 너무 좋아졌어서
그 이후로는 꾸준히 구매해서 쓰고 있어요
3병 넘게 쓴거 같은데 질리면 다른거 쓰다가도 뭐 올라오면
무조건 다시 찾게 되더라구요 진짜 너무좋아요ㅠㅠ"
312,2020.03.19,5점만점에 5점,요즘에 자잘한 좁쌀들이 올라왔는데 유튜버 조디님 추천으로 한번 구매해봤습니다. 보습감 되게 좋고 진정효과도 많이 봤어요 퍼스트 에센스로 사용하는게 젤 만족스럽네요 계속 재구매 할 것 같아요!
313,2020.03.19,5점만점에 5점,"아임프롬 쑥 라인 에센스는 진짜................ 그냥 쟁여둠
안그러면 불안함.................................너무좋아요"
314,2020.03.19,5점만점에 5점,일단 굉장히 촉촉해요 스킨팩하고 잘 흡수시키면 따로 앰플 생략해도 됩니다. 적은 양으로도 촉촉해서 생각보다 오래 쓸 것 같네요 홍조가 살짝 가라앉는것 같아서 당분간 쭉 써볼 예정입니다
315,2020.03.09,5점만점에 5점,촉촉하고 덧바르기도 좋고 순하고 자극없어서 사용감도 좋아요 지인들에게 추천해줄만해요
316,2020.03.07,5점만점에 4점,유명한 제품이라 구매해봤어요. 가볍게 사용하기 좋아요
317,2020.03.07,5점만점에 5점,붉은끼 진정되는거 같아 너무 좋네요 ㅋㅋㅋㅋ 다들 구매 고고
318,2020.03.05,5점만점에 5점,"몇십병째 쓰고있는 머그워트에센스
다른 기초라인과 다같이 쓰고있는데 넘좋아요 
여드름 고름피부였는데 머그워트 기초라인으로 싹 바꾸고 
두달만에 여드름 없는피부로 바꼈어요 
(원래 에신스만 사용- 화장솜으로 에센스팩하먄 여드름 들어감)"
