,날짜,평점,리뷰
357,2020.06.02,5점만점에 4점,묽은제형같지만 바를때 피부에 쫀쫀한 느낌이 듭니다.  무향무취고요 그러나 찐득하지않고 시간이 좀만 지나도 보들보들해진다는점에서 마음에 듭니다.
358,2021.01.30,5점만점에 5점,샘플쓰고 너무좋아서 구입했어요 쫀쫀하고 촉촉해지는느낌 넘넘좋음
359,2021.01.29,5점만점에 5점,처음에 조금  겉도는느낌이지만 스며드면 물광느낌나고 좋인요
360,2021.01.28,5점만점에 5점,믿고 쓰는 코스알엑스..앞으로도 구매할 예정입니다
361,2021.01.27,5점만점에 4점,이 라인 토너로 닦토를 한후 바르면 촉촉하니 좋아요
362,2021.01.27,5점만점에 5점,자기전에 수분크림 바르고 바르면 너무촉촉하고 순해서 좋아용
363,2021.01.26,5점만점에 5점,향도 되고 네추럴한 향 나는데 좋아요(자연의향?)
364,2021.01.26,5점만점에 4점,건성인 저한텐 건조했어요ㅜㅜ겉은 쫀득쫀득한데 속건조까진 잡아주진 못한것같아요
365,2021.01.25,5점만점에 5점,"프로폴리스 제품중에 트러블은 나지않는거같아요
순하고~
잘사용하고있습니다"
366,2021.01.25,5점만점에 4점,요거바르고같은라인크림발라주거나시카크림바르는데좋은듯요
367,2021.01.23,5점만점에 4점,쫀쫀하니 좋아요 보습에 좋네요 잘쓸게요 만족합니다
368,2021.01.22,5점만점에 5점,좋아요  몇일써보았는데 순하고 촉촉해요......
369,2021.01.22,5점만점에 5점,대용량으로 나와서 구매했어요 촉촉하고 좋아서 계속 재구매중이에요
370,2021.01.22,5점만점에 5점,처음 구입해봤는데  촉촉하니 흡수도잘되고 광채도 나는게좋네요
371,2021.01.22,5점만점에 5점,최애앰플등극... 역시 맘에들어요 꾸준히사용하려구요
372,2021.01.22,5점만점에 5점,케어제품이 필요했는데 샀는데 너무 좋은것 같다
373,2021.01.21,5점만점에 3점,며칠 사용해 본 결과 효과가 뛰어난진 모르겠어요. 만족도는 보통입니다.
374,2021.01.21,5점만점에 5점,처음본 브랜드인데 구매가 많아서 시도해봄. 제품이 무향 에 순하고 부드럽네요
375,2021.01.17,5점만점에 4점,제피부가좀예민해서그런지 살짝 가려운건있는데 조금씩 적응시켜서쓰니 보습도좋고 괜찮네요
376,2021.01.16,5점만점에 5점,프로폴리스 제품이라 영양감 많아서 트러블 나거나 너무 끈적일까봐 걱정했는데 아주 좋아요
377,2021.01.15,5점만점에 5점,보습도 있고 꿀이라고 겨울철에 딱 맞는 제품입니당
378,2021.01.15,5점만점에 3점,유명해서 사봣는데 겨울엔 그렇게 촉촉하다는 느낌 못받고 봄여름이 적당한듯
379,2021.01.14,5점만점에 5점,좀 찐덕거리고 화장을 바로 올리기에는 부담스러워서 나이트용으로 좋아요
380,2021.01.14,5점만점에 5점,자극없이 순하고 보습력도좋고 속건조 잘 잡아주는듯
381,2021.01.13,5점만점에 5점,"워낙 유명해서 구입했는데 건성한테 최고에요 
기획으로 증정품까지 나와서 만족합니다"
382,2021.01.13,5점만점에 5점,"겨울이라서 보습라인으로 구매했는데
자극적이지 않고 좋아요~!"
383,2021.01.12,5점만점에 5점,괜찮아요~ 배송도 빠르고~~ 제품은 좀 더 써봐야겠네요
384,2021.01.12,5점만점에 4점,세일해서 사봤는데 나쁘지 않습니다. 건성에게 추천합니다
385,2021.01.10,5점만점에 5점,일반 세럼은 금방 사라지는 느낌인데 오랫동안 촉촉해서 좋아요
386,2021.01.07,5점만점에 5점,"너무좋아요 또 구매할 예정, 대용량 내줘ㅆ으면 좋겠다...."
387,2021.01.07,5점만점에 3점,친구 추천받아 샀는데 가격치고 좀 아쉬운듯한 느낌
388,2021.01.06,5점만점에 5점,만족합니다 ㅎㅎ 쓰기 편하고 사용감도 좋은거 같아요
389,2021.01.05,5점만점에 4점,"쫀쫀하다는 느낌이 들어요
바르고 나서도 촉촉하고, 잘 스며듭니다"
390,2021.01.03,5점만점에 5점,"끈적이지 않아서 일단 맘에 들었어요.
같이 들어있던 토너도 끈적임 없이 잘스며
좋으네요."
391,2021.01.01,5점만점에 5점,속건조가 심한 수부지인데 이 제품에 건조함을 잡아주네용 꾸준히 사용할 수록 좋은 제품인 걸 느껴용
392,2020.12.30,5점만점에 5점,"화장품에 대해 잘 모르는 1인이라
리뷰보고 샀더니 실패없는 것 같아요!!!
아주 잘 쓰고 있습니당^^"
393,2020.12.29,5점만점에 1점,"순하고 보습도 좋고 한데 사용한 이후로 저랑은 안맞아서인지는 모르지만 사용이후로 안면홍조가 일어나 아직도 없어지지 않고 있습니다 ㅎ ,,"
394,2020.12.28,5점만점에 5점,아주 좋아요 원래는 마녀공장꺼 써봤는데 사람들이 이게 좋다고 해서 요제품을 써봤는데 아주 좋아요 꿀피부가 되겠어요
395,2020.12.28,5점만점에 5점,원래 쓰던 제품이에요!  지성인데도 많이 끈적이지 않아서 좋아요 낮이랑 밤 상관없이 발라주고 있어요!
396,2020.12.25,5점만점에 5점,"이 기획세트 써보고 좋아서 토너, 앰플세트 2개씩 쟁여놨어요 
지복합성인데 겨울에 가볍게 쓰기좋더라구요~ 보습에 좋아요"
397,2020.12.24,5점만점에 5점,건성피부에다가 항상 에센스같은걸 바르는편인데 요거는 풀핏토너랑 같이 바르면 더더 보습이 좋은것같아요 !! 진짜 꿀찬 피부 ㅋㅋ 재구매각입니당
398,2020.12.23,5점만점에 5점,"한번 쓰고 반해서 바로 쟁였어요
엄마도 드렸더니 좋아하셨고
요즘 너무 건조했는데 많이 개선됐어요"
399,2020.12.23,5점만점에 3점,쓸 만하긴 한데 생각보다 피부가 많이 좋아지지 않아요... 아마 내 피부에 맞는 거 아닐 거 같애요
400,2020.12.22,5점만점에 5점,좋아요. 스킨케어 마무리 단계에서 발라주는데 좋아서 재구매합니당. 올영에서 할인 많이해서 더 좋네요
401,2020.12.20,5점만점에 5점,"완전 겨울에 강추합니다 . 건조한 겨울피부에 딱~~
여동생에게 추천했어요 
다음엔 스킨과 함께 구입할래요"
402,2020.12.17,5점만점에 5점,"앰플은 좋아서 계속 구매해서 쓰고있는데
증정 스킨 받아서 써보니 마음에 들어서
스킨도 본품으로 구매하려구요!!"
403,2020.12.14,5점만점에 5점,몇달째 계속해서 사용하고 있는데 토너랑 크림이랑 같이 사용하니까 피부가 좀 탱탱해진것 같아요
404,2020.12.11,5점만점에 5점,너무 좋아요~~ 여름에 쓸 때는 단독으로 써도 괜찮은데 겨울되니까 위에 크림 하나 발라야할거같아요~~
405,2020.12.11,5점만점에 4점,겨울에는 건성으로  고생하는 편이라 제형이 묽어 걱정했어요 그런데 써보니 촉촉하고 좋은듯해요
406,2020.12.11,5점만점에 4점,프로폴리스 덕분에 피부 장벽이 튼튼해지는 기분이네요 좋아요! 가격도 꽤 저렴한 편이라 부담 어뵤는 것 같네요 ㅎㅎ 수분감 최고입니다
407,2020.12.10,5점만점에 5점,겨울에  필요한 앰플이네요. 피부가 건성인데 바르니  촉촉하고 보습 잘 되어서 좋아요. 토너 샘플까지 있어서 좋은 구성이네요.
408,2020.12.09,5점만점에 5점,피부가 매우 예민한 편이라 걱정했지만... 트러블도 안 생기고 자극도 없어요. 앰플사용하고 피부 보들보들해진 것 같아서 넘 좋습니다!
409,2020.12.08,5점만점에 5점,"토너는 끈적임 없이 발려져서 정말 좋아요
앰플은 피부화장 할때마다 바르는데 팩트 흡수에 도움줘서 조ㅎ어요"
410,2020.12.06,5점만점에 5점,프로폴리스 성분이 잘 맞아 구매했는데 괜찮은 것 같아요스킨바르고 앰플 바르면 딱이예요 겨울철에 효과가 좋은 것 같아요
411,2020.12.05,5점만점에 4점,지인 추천으로 사용해봤는데 보습감도 괜찮고 예민한 제 피부에 자극없이 발렸습니다:) 재구매 생각중이에요
412,2020.12.05,5점만점에 5점,"앰플 써봤는데 건성에게 너무 좋아요 
끈적이지 않고 속건조 잡아줘서 만족합니다 
세일해서 쟁이러 가요"
413,2020.12.04,5점만점에 4점,"좋다는 평으로 사보았는데 .. 생각보다 너무 촉촉하니 좋더라구요 
좋은가격에 잘 산거 같습니다  ^^"
414,2020.12.04,5점만점에 5점,"재구매 했어요!!! 이거 토너 써보고 넘 좋아서 큰걸로 샀어요. 
앰플 누가 만들었죠? 월급 두배 받으셍ᆢㄷ"
415,2020.12.02,5점만점에 5점,"반정도 사용했는데 사용감 쫀쫀한데 끈적임도 심하지 않아요~~!
무엇보다 흡수가 잘되서 너무 마음에들어용~~
저녁에 바르고 자는데 속당김이 많이 완화된것같네용❤️"
416,2020.12.02,5점만점에 3점,"리뷰가 너무 좋아서 구매했어요
저는 수분 부족형 지성이라 크림류 보단
앰플 에센스를 여러개 바르는데요
그냥 가격만큼 이에요 엄청 좋거나 하진 않아요
수분이 완벽하게 채워주는 느낌은 없습니다"
417,2020.12.01,5점만점에 2점,"다들 좋다고 하는데, 저는 좁쌀 파티예요 ༼;´༎ຶ۝༎ຶ༽ 
화해에서 성분 보니 특별히 안맞는건 없는 것 같은데
 프로폴리스 제품을 처음 써봐요. 프로폴리스가 안맞는듯... 그거 빼고는 촉촉하고 좋지만 저는 못 씁니다"
418,2020.11.30,5점만점에 5점,"날씨가 추워져서 얼굴이 더 건조해져서 구매했어요!
저녁 스킨케어로 쓰고있고 촉촉하고 순하고 전 만족해요
꿀 잘맞으시는 분들은 다 잘 사용하실 것 같아요"
419,2020.11.29,5점만점에 4점,촉촉하고 탱글탱글해요~~ 세럼을 많이 안 써봐서 특별히 좋은 점은 모르겠지만??? 양이 많아서 좋네용ㅎㅎ 자극도 없고 뚜들뚜들 하다가 좀 찐득하다 싶을때 수분크림 발라줘요
420,2020.11.26,5점만점에 5점,좁쌀부자로서 후기보고 좋은제품 찾아다니다가 정착하려구요ㅠㅠ 진짜 꾸준히 한 통 다 비울쯤에 거의 다 가라앉고 여드름 흉터들만 조금 있어요ㅠㅠ너무 좋습니다아 재구맿ㄹ겅ㅔ요
421,2020.11.24,5점만점에 5점,"워낙 끈적이는 거는 피하는 편이라 고민했었는데
저번겨울에 처음 써보고 많이 끈적이지도 않고 괜찮아서 이번에 또 구매했어요!
저같은 사람은 건조한 겨울 한정으로 사용하시면 좋을것 같아요!"
422,2020.11.23,5점만점에 5점,"겨울이라서 구매해봤는데 적당하게 바르면 좋아요!
저는 복합성 피부랑 어쩔때는 지성이기도해서 ㅠㅡㅠ
바르면 기름이 올라오는 경우도 있어서 양 조절하면서 발라요 ㅎㅅㅎ 제품 순하고 좋아요"
423,2020.11.16,5점만점에 5점,수부지에 여드름 가끔 나고 진짜 예민한 피부인데 수분도 꽉꽉 잘 채워주고 여드름도 안나고 따갑거나 하지 않았어요 진짜 주의 성분 없어도 따갑고 여드름 막 올라와서 버린 앰플이 진짜 많은데 이거는 탈탈 털어서 다 썼어요 !
424,2020.11.16,5점만점에 5점,저는 아무리 겨울이어도 무겁고 끈적끈적한 제형을 싫어하는 사람인데 이건 생각보다 가볍고 그렇다고 해서 시간이 지나면 건조하거나 보습이 안 되는게 아니에요 ㅜㅠㅜㅜ 다 바르면 약간 끈적이는 느낌이 드는데 좀 흡수가 되고 나면 끈적이지 않고 정말 좋아요 !!
425,2020.11.14,5점만점에 4점,흡수도 잘되고 금방 뽀송해지네요.. 피부가 더 좋아졌다거나 그런건 아직 잘 모르겠고요.. 이거 바르고 화장하면 확실이 광이난다고하나 더 뽀얀느낌입니다. 화장이 밀리거나 하지는 않아요
426,2020.11.09,5점만점에 5점,"와.. 요건 물건입니다!
근데 처음에 바를땐 좀 끈적함이 느껴지긴하는데
조금 지나면 금방 흡수되어 피부가 촉촉해져요
지금같은 계절엔 정말 잘 쓸거같아서 구매했습니다.
한번 써보세요 후회안할거에요~"
427,2020.11.07,5점만점에 5점,원래 묽은 제형을 별로 안좋아하는데 요즘 너무 건조해져서 구매해봤어요. 근데 별로 묽지도 않고 흡수가 잘돼서 좋아여 촉촉하구 끈적임이 없어요 가성비 굿이에요~~
428,2020.10.26,5점만점에 4점,"트러블 안나고 너무끈적이지 않고 좋아요..! 원래는 건조해서 메이크업 전에 쓰려고 산건데, 이거 바르고 쿠션올리니까 처음엔 괜찮은데 점점 뭉치고 이상하게 뜨더라구요.. 앰플 안쓰니까 바로 안뜸..ㅠㅠ 메이크업 할때는 못쓰고 밤에 써줘야할거같아요..!!!"
429,2020.10.23,5점만점에 5점,"가을 겨울이 되니 건조해서 앰플이 꼭 필요해서 한번 사서 써봤는데
촉촉하고 보습감도 아침까지 잘 유지되서 좋네요
이거쓰고나서 피부좋아졌다는 얘기좀 들었어요
세일할때마다 사놔야겠네요"
430,2020.10.19,5점만점에 5점,"후기가 좋아서 써보고 싶었는데 마침 올리브영에서 세일하고있어서 사봤어요 생각보다 더 촉촉하고 겨울에 사용하기 딱이에요
마무리가 산뜻한 제형은아니고 조금 끈적이는 것 같긴한데 감안하고 쓸만큼 보습력이 좋네요"
431,2020.10.18,5점만점에 5점,요즘 날씨에 쓰기 딱 좋아요 추운계절이 바뀌면 건성으로 바뀌는 체질인데 씻기 스킨이랑 앰플만 바르고 잠시 있다가 자기 완전  직전에 한번더 올리고 자면 다음날 피부에 당김도 없고 꾸준히 바르면 약간씩 속광이 올라와요 👍👍👍
432,2020.10.18,5점만점에 5점,프로폴리스가 잘 안맞는피부인데ㅜ너무 좋다고해서 라이트버전으로 사봤어요!!! 넘 좋더라구요! 피부가 바로 쫀득해지는게 느껴집니다! 프로폴리스 잘 안맞으시는 분은 이틀에 한번정도만 쓰셔도 충분할거에요!
433,2020.10.09,5점만점에 4점,후기가 좋아서 샀어요 이틀째 쓰고 있는데 건조해진 지금 날씨에 딱 좋은 것 같아요 토너랑 앰플이 같이 들어있는 구성이라 더욱 좋아요 프로폴리스 성분 때문인지 끈적인다는 느낌은 있지만 프로폴리스 덕에 피부가 쫀쫀해진 느낌이 들어서 좋아요
434,2020.10.05,5점만점에 4점,앰플 안써봐서 구매했는데 잘 흡수되고 적당한 쫀쫀함이 좋네요 질척거리는거 싫어하는데 이건 안그래요 이거 바르면 피지들이 반성함
435,2020.10.04,5점만점에 5점,많은 리뷰와 추천 동영상을 봐서 이 제품을 구매했습니다!몇 일 동안 써보고 정말 자극없이 순하고 보습에 좋아요! 저 개인적으로는 만족합니다!
436,2020.10.02,5점만점에 5점,한 여름에 쓰던 화장품들이 슬슬 안 맞기 시작해서 구매했습니다. 가을 겨울에 쓰기 딱 좋은 제품인 것 같아요.
437,2020.09.27,5점만점에 5점,처음 써봤는데 너무너무너무 좋아요!! 왜 이제서야 사용했는지 ㅠㅜㅜ 보습 ㅈㄴ정 둘다 너무 좋아요’ 피부에 꿀이 찬 느낌이 들어요!!
438,2020.09.26,5점만점에 5점,진짜 제인생템 입니다.정말 너무좋아요.가격도 저렴하게 샀고 배송도 30분안에 온거같아요.자주자주 이용하려구요.
439,2020.09.25,5점만점에 5점,스킨대신 쓰고 있는데 촉촉하고 성분이 순해서 민감한 피부에도 좋아요 유명한 이유가 있네요!
440,2020.09.19,5점만점에 5점,끈적임이 좀 남는 편이라 처음에 테스터 해 보고 구매 좀 망설였었는데 보습감이 좋은 것 같아서 마음에 듭니다
441,2020.09.18,5점만점에 3점,이거 제 피부에만 안맞는건지 이거 바른 후로 좋아지겠지하는 마음으로 꾸준히 바른결과 오늘 피부과가서 트러블케어 받고 왔습니다..😭
442,2020.09.17,5점만점에 4점,"갑자기 피부에 뭐가 잔뜩 나서 샀어요
원래 cnp 거 프로폴리스 썼는데 가격이 더 저렴해사 한번 사봤어요 
어떤지 더 써봐야겠어요"
443,2020.09.16,5점만점에 5점,"복합성이나 건성한테 좋아요
보습좋고 순하고 그런데 좀 찐득거려요
영양이 많아서 그런거같기도.."
444,2020.09.08,5점만점에 5점,"트러블 피부
건성에 좁쌀피부 절대절대 사용해보세요
저는 T존은 유분폭발  나머지 건성에 좁살인데
아주 수분가득 촉촉하고
유수분밸런스좋아요"
445,2020.08.22,5점만점에 4점,"확실히 쫄깃한 느낌이고 꾸준히 쓰게되요
가성비 적인 측면에서 좋은거 같아요
눈에 두드러지게 뭐가 좋아졌다 그런건 모르겠지만
쭉 쓰게되는 세럼 (("
446,2020.08.20,5점만점에 5점,저는 바르고 피부에 뭐 올라오지 않는 이상 그냥 쓰는 사람입니다. 이것도 바르고 피부 뒤집어지지는 않아서 그냥 계속 썼는데 어느 순간 보니까 피부가 진짜 맑아진거 있죠 ?! 트러블이 난다 안난다가 아니라 정말 안쪽에서부터 피부가 맑아진 느낌! 최고에요 ㅠㅠ
447,2020.08.05,5점만점에 4점,바르면 쫀쫀하고 좋아요 건성이 쓰기 딱 좋을거같아요 복합성은 가을 겨울에 좋을거같네요
448,2020.08.03,5점만점에 5점,가을에 쓰려고 미리구매해뒀어요 스킨이랑 같이 사용하니 좋습니다
449,2020.07.30,5점만점에 4점,"트러블도 안나고 그냥 무난하게 잘 쓰는 중입니다
또 구매할지는 모르겠어요"
450,2020.07.29,5점만점에 5점,수분감도 있고 보습감도 있어서 이거 하나만 발라도 보습이 채워지는 기분이예요
451,2020.07.29,5점만점에 5점,프로폴리스가 얼굴에 잘 맞아서 여러번 구매한 제품이예요
452,2020.07.24,5점만점에 5점,바르면 화장도 잘 먹고 좋아요! 항상 잘 쓰고 있습니다
453,2020.07.22,5점만점에 5점,계절에 상관없이 꾸준하게 사용하는 상품이에요~~~~~~~
454,2020.07.21,5점만점에 5점,제가 프로폴리스 에센스를 너무 좋아해서 다양한 브랜드에서 사용해봤는데 가장 무난하게 듬뿍 듬뿍 사용하기 좋은게 코스알엑스 같아요. 스킨도 말할것도 없이 좋고 스킨은 수분도 채워주는데 그것보다는 진정되는 느낌이 있어서 좋고 에센스는 속당김없이 속까지 완전히 채워주는 느낌이라서 몇년째 애용중입니다. 제가 건성피부에서 예민한 복합성 피부가됐는데 에센스만 그대로 사용중이에요. 정말 강력추천이에요. 듬뿍 발라도 화장이 밀리지않고 잘 흡수돼요
455,2020.07.20,5점만점에 5점,쫀쫀한 앰플이에여~ 두통째 쓰고 있답니다! 좋습니다
456,2020.07.19,5점만점에 4점,"영양감이 많이 느껴짐
따로 자극은 없었음
많이 바르면 조금 끈적함"
457,2020.07.17,5점만점에 5점,"바르고 나면 피부가 쫀쫀해져서
로션을 그 위에 바르니 흡수가 잘 되는것 같아요!"
458,2020.07.17,5점만점에 5점,원래 극지성이었는데 나이 들수록 건조 느껴짐....ㅋㅋ 내 인생에서 촉촉한 앰플을 쓸 날이 오다니... 근데 이건 기름 좔좔느낌아니고 진짜 라이트 하게 촉촉함 싣니가 예전에 광고한걸로 알고있었는데 구매해보고 싶어서 삼. 보습해줘서 좋았음! 근데 낮에 바르면 좀 과할때도 있었음 극 건성 아닌 이상 저녁에 바르는거 추천!
459,2020.07.16,5점만점에 3점,프로폴리스 맞지면 써보는거 추천 근데 요철같은거 생김 모공을 막나.. 지성 비추
460,2020.07.16,5점만점에 5점,건성에 좋아요 흡수도 빨라요 좀더 써봐야겠지만 괜찮은듯해요
461,2020.07.14,5점만점에 4점,써보지 않아서 어떨지 궁금한데 여름이어도 촉록힌게 좋다닫
462,2020.07.13,5점만점에 5점,유명해서 사봤어요 이라인 다 좋아서 믿고 삽니다
463,2020.07.13,5점만점에 4점,"엄마 사드렸어요!! 기분탓인지 모르겠다고 하셨지만 미백효과가 있었다고 하시네요. 저는 한번만 사용해봤는데 수분감 충분한것에 비해 흡수는 잘되는 편이고, 같은라인 토너랑 마찬가지로 예민한날 발랐더니 좀 화한 느낌이 들었어요. 이거 바르고난 후 메이크업을 안해봐서 밀리는지는 모르겠지만, 흡수된것으로 보아 그럴느낌은 아니었습니다."
464,2020.07.13,5점만점에 5점,"삼품도안써보고 리뷰남기긴처음ㅈ오늘드림배송기사님
나올대까지 문을계속..전화없으시나"
465,2020.07.06,5점만점에 5점,"건성 피부에 좋으네요..  평이 좋아서 구매했는데 만족합니다,"
466,2020.07.05,5점만점에 4점,좋다고 하길래 사봤어요. 무겁지 않고 가벼워서 좋아요.
467,2020.06.27,5점만점에 5점,겨울에 이거만한 앰플이 없어요 미리 쟁여놨어요
468,2020.06.27,5점만점에 5점,"끈적거리지않고 바르면 뭐랄까..피부결이 부드럽고 탱탱한 느낌
생각보다 좋아서 놀랐어요"
469,2020.06.25,5점만점에 5점,자극 없이 순해서 너무 좋아요! 앞으로도 쭉 잘 쓸 것 같아요.
470,2020.06.25,5점만점에 5점,왜 좋다봏다 하는제 알겠어요. 여름에 써도 나쁘지 않은 느낌
471,2020.06.22,5점만점에 5점,"항상 2개 이상씩 사 넣는 제품입니다, 건조할 때 쓰면 좋네요"
472,2020.06.20,5점만점에 5점,코스알엑스 프로폴리스앰플 꾸준히 쓰고있는데 할인하길래 겟했어요!존좋
473,2020.06.15,5점만점에 4점,앰플은 아껴쓰는게 묘미인데 세트 구성으로 구입할 수 있어서 좋아요~ 가격이 그리 싼 편은 아니라 고민이 됬지만 촉촉하고 쫀쫀해서 기능에 아주 만족합니다!!
474,2020.06.08,5점만점에 5점,"이거 사실 살 마음 없다가 갑자기 눈에 보여서 산 거거든용
근데 진짜 너무 좋아요..
혹시 너무 무거울까봐 걱정 많이 했는데 무겁지도 가볍지도 않아요!
사용하고나서 트러블도 한 번도 올라온 적 없고 오히려 피부가 차오르는 느낌이었어요! 탱탱하고 윤기나는,,?
저는 이거 써보고 너무 좋아서 토너도 큰 걸로 다시 사려구욬ㅋㅋㅋ
앰플도 다 사용하면 바로 구매할 겁니당
진짜 존좋.."
475,2020.06.06,5점만점에 5점,너무좋고 피부에 잘맞아용 ! 다음에 또 재구매할거에요
476,2020.06.02,5점만점에 5점,전에 사서 쓰고 있는데 너무 좋아서 이번 세일때 또 샀네용ㅎㅎ
477,2020.06.02,5점만점에 5점,쫀쫌함 샘플받고 내돈내산 믿고 사는 코스알엑스
478,2020.05.31,5점만점에 5점,인기 많아서 한 번 구매 해 봤는데 얼굴이 쫀쫀해지는 거 같아요 ㅎㅎㅎ
479,2021.02.05,5점만점에 5점,이전에 쓰던 프로폴리스 앰플이 확실히 자극이 있었다는 걸 느끼게 해준 앰플입니다. 정말 순해요! 보습도 충분히 돼요
480,2021.02.04,5점만점에 4점,요즘 너무 건조해서 샘플로 써봤던 코스알엑스 앰플을 사봤는데 끈적임 없이 부드럽게 발려서 좋아요!
481,2021.01.02,5점만점에 5점,여름에는 좀 답답한 느낌이 있는데 겨울에 쓰면 좋아요
482,2021.01.02,5점만점에 4점,"좋아요
오늘 드림 빨라서 좋아요
피부 관리 열심히 해야죠"
483,2021.01.02,5점만점에 5점,수분얌플 바르고 그다음에 이 제품 발라주명은 보습도 되고 촉촉해서 좋아요
484,2021.01.02,5점만점에 5점,너무 좋아서 재구매했어요 ㅎㅎ 세일기간이라 저렴하게 샀어요
485,2021.01.01,5점만점에 5점,"토너 써보고 넘 조아서 앰플도 구매해봤어요
촉촉하고 순해서 좋아요"
486,2021.01.01,5점만점에 4점,자극없고 수분감딱 좋아여 유분지지도 안코 하나도 뭐 안낫습이당 갠춘해여 만족!!!
487,2021.01.01,5점만점에 5점,쓸데마다 너무 만족스럽습니다.아주 좋아요.강추
488,2021.01.01,5점만점에 4점,앰플이라 하기엔 좀...스킨같은 느낌이 많이들고   좀더사용해볼께요.
489,2020.12.29,5점만점에 4점,복합성 피부에 자극없이 보습에 좋음. 살짝 끈적함은 있음.
490,2020.12.28,5점만점에 4점,건조한 요즘에 딱 필요한 제품이에요 사은품주신 스킨과 같이 쓰니 찰떡이네요!
491,2020.12.28,5점만점에 5점,아직 사용 전이지만 유명한 제품이니까 기대해봅니다
492,2020.12.28,5점만점에 5점,앰플 이걸로 정착했어요. 쫀쫀해지고 촉촉해져서 좋습니다
493,2020.12.27,5점만점에 5점,깔끔하고 흡수도 잘되고 괜찮은 것 같아요. ㅎㅎㅎ
494,2020.12.26,5점만점에 5점,"자극없이순하고보습감은아주뛰어난제품입니다
사계절내내발라도될만큼끈적임없이잘흡수되서좋아요~^^"
495,2020.12.22,5점만점에 5점,건조한날은 꼭바르는 앰플이예요 수분감은있지만 끈적이지않아요
496,2020.12.20,5점만점에 5점,3-4통째 쓰고 있어요~ 사계절 내내 쓰기 좋고 속건조도 잘 잡아줘요
497,2020.12.20,5점만점에 5점,속건조때문에 구매했는데 너무 좋아요 ㅎㅎㅎ속건조도 잡아주고 피부도 쫀쫀한느낌이네유
498,2020.12.19,5점만점에 4점,무겁지 않고 가볍게 사용하고 있어요. 올리브영 추천하는 아이템인거 같아서 구매해봤습니다
499,2020.12.19,5점만점에 5점,바르고 나면 처음엔 약간 끈적이는 느낌들다가 피부에 잘 흡수 되네요 만족합니다
500,2020.12.18,5점만점에 5점,너무 좋아요! 또 사고 싶습니다 진짜 추천해요 쫀쫀하고 좋습니다
501,2020.12.17,5점만점에 4점,겨울보다는 여름에 쓰기 좋은거 같구요 향이나 발림성은 나쁘지 않아요~
502,2020.12.17,5점만점에 5점,끈적임없는 사용감 좋아요. 흡수력도 좋고 같은 라인 토너와 함께 쓰면 더 좋아요!
503,2020.12.16,5점만점에 5점,겨울필수탭이 된것같아요 다써서 또주문합니다 세일할때를 노리세요
504,2020.12.15,5점만점에 5점,믿고 쓰는 코스알엑스 좋아요 좋아! 꿀이 참잘 맞아서 좋아용!
505,2020.12.14,5점만점에 5점,"좋아요 ㅎㅎㅎ
배송도 빠르고 상품도 좋아요!!"
506,2020.12.14,5점만점에 5점,"겨울에 쓰기 좋지만 저는 개인적으로 제형이 끈적거려서 조금 그래요,,"
507,2020.12.14,5점만점에 5점,"보습력도 좋고, 촉촉해서 좋아요. 흡수력도 마음에 듭니다."
508,2020.12.14,5점만점에 5점,"촉촉하고 좋아요 , 흡수력도 좋아서 사용하기 편해요"
509,2020.12.14,5점만점에 5점,"끈적이지 않고 좋아요, 엄마랑 같이 사용하는데 저희 둘다 만족하면서 쓰네요~"
510,2020.12.14,5점만점에 5점,"끈적이지 않고 흡수력도 좋아요 , 같이 있는 토너도 사용감이 좋네요."
511,2020.12.14,5점만점에 5점,보습도 좋고 끈적이지도 않고 좋으네요 ~ 토너랑 같이 쓰는데 굿이에요!
512,2020.12.14,5점만점에 5점,끈적일줄 알았는데 흡수도 잘되고 보습력도 마음에 들어요
513,2020.12.13,5점만점에 4점,영양감 있는 제형이 점성이 좀 있어요. 건성 피부에 좋을 듯해요.
514,2020.12.13,5점만점에 5점,끈적일줄 알았는데 끈적이지 않고 보습력도 마음에 들어요
515,2020.12.13,5점만점에 5점,건성피부라서 자주 애용하는데 넘 좋아요 크림이랑 토너랑 같이 써도  좋더라구요
516,2020.12.13,5점만점에 5점,광택가 나네요.만족합니다.수분감도 충분합니다.
517,2020.12.11,5점만점에 5점,보습감 뛰어나고 순하고 많이 끈적이지 않아서 꾸준히 사용하는 제품이에요 :)
518,2020.12.11,5점만점에 4점,피부가 너무 뒤집어져서 검색끝에 샀는데 무난하게 좋아요 촉촉하고 보습이 좋은거같아요
519,2020.12.11,5점만점에 5점,세안 후에 조금씩 바르니까 좋아요~~ 보습력 짱좋
520,2020.12.10,5점만점에 5점,에센스는 끈적한 제형인데 보습에 좋고 토너는 산뜻해서 스킨팩 하기 좋음
521,2020.12.10,5점만점에 5점,가볍지 않고 건조한 피부에 여러번 덧바르면 아주 좋아요
522,2020.12.09,5점만점에 5점,이거 쓰고 안가라앉던 피부가 깔끔하게 가라앉았어요
523,2020.12.09,5점만점에 4점,자극은 없는거같아요 눈에 띄는 효과는 모르겠고 좀 많이 끈적거려요
524,2020.12.08,5점만점에 4점,"속건조에 좋다고해서 구매했는데, 조금 부족한 느낌이에요"
525,2020.12.06,5점만점에 5점,좋아여 ㅅㅋㅍㄷ 프로폴리스 쓰다가 새로 살때마다 가격 부담스러웠는데 코스알엑스 짱짱
